origin,timestamp,horizon,analysis_period,actual_P_kW,actual_Q_kVAr,S24-T10_P_kW,S24-T10_Q_kVAr,S24-T30_P_kW,S24-T30_Q_kVAr,S24-T60_P_kW,S24-T60_Q_kVAr,S36-T60_P_kW,S36-T60_Q_kVAr,S48-T60_P_kW,S48-T60_Q_kVAr,SNaive-168_P_kW,SNaive-168_Q_kVAr,SNaive-24_P_kW,SNaive-24_Q_kVAr
2022-01-14,2022-01-14 06:00:00,7,primary_54,2193.6,471.3,2084.2847089639968,471.507437045874,2120.416727782845,464.42444511402647,2071.304318391169,458.489346296884,2072.623125024742,453.2629259631415,2087.78951302424,449.6492302849857,1589.4,412.2,2259.6,446.7
2022-01-14,2022-01-14 07:00:00,8,primary_54,2201.7,456.3,2197.0577136925203,479.9970301925847,2268.3903665385897,488.94390178731663,2154.8684536014835,498.6914572733624,2152.345993346105,487.4459909926068,2165.3866933559298,495.016453933198,1632.3,403.2,2416.2,534.9
2022-01-14,2022-01-14 08:00:00,9,primary_54,2356.2,583.8,2497.6926818756333,838.3835979014242,2571.3598988041504,789.3237728631124,2531.968153214917,784.191922804404,2511.2400266673744,786.0564051642508,2553.924950025553,807.5753390570721,1911.9,496.8,2886.6,906.0
2022-01-14,2022-01-14 09:00:00,10,primary_54,2632.5,921.3,2698.8657713539465,1116.797585084439,2764.6295401034017,1116.0609315170157,2735.019262471006,1066.3534032302985,2735.4856104225864,1095.1661430928334,2757.6315534679998,1116.788828587418,2050.5,549.3,3083.4,1085.7
2022-01-14,2022-01-14 10:00:00,11,primary_54,2810.4,1098.3,2747.5846923214904,1090.9281426662246,2784.9101378818104,1133.2973213357925,2761.944810263569,1066.2720428593375,2796.915047550612,1125.0094316923928,2799.99567681646,1164.2486250623158,2041.5,527.1,3024.3,1015.2
2022-01-14,2022-01-14 11:00:00,12,primary_54,2849.4,1187.1,2692.920462089676,1083.7557339990224,2753.656784643604,1107.8399626290495,2738.392080476184,1058.4414661756823,2773.603158094213,1089.5345935978853,2791.634407575433,1146.988233210943,2022.0,503.4,3068.7,979.8
2022-01-14,2022-01-14 12:00:00,13,primary_54,2723.7,1097.4,2690.1786571521893,1063.2086119737403,2725.9248298644948,1078.867957425884,2744.9507327364304,1041.6386187962914,2759.0327182166134,1070.1226091369497,2779.148112756729,1094.9615110933712,1996.8,499.2,2990.1,967.8
2022-01-14,2022-01-14 13:00:00,14,primary_54,2674.8,1096.2,2666.82932949948,1133.2189357178695,2749.7520965061303,1174.06373277147,2752.0124385362587,1135.53251125231,2747.006160441657,1141.825093314391,2797.07076263286,1175.4695829798793,2008.8,515.4,2956.2,1046.4
2022-01-14,2022-01-14 14:00:00,15,primary_54,2674.8,1124.7,2667.582559012228,1075.6631120096963,2743.814563537024,1156.0838088092205,2757.2839318705846,1091.2958652146492,2749.337377142115,1123.4346047357496,2780.885088104992,1181.7738085993071,1945.5,489.6,2978.4,1026.9
2022-01-14,2022-01-14 15:00:00,16,primary_54,2625.3,1027.8,2657.4923497968007,1026.5965706815314,2707.568615380348,1089.46157910753,2733.4787785052745,1036.8301761988964,2722.058374837667,1053.80746971676,2756.3669739744937,1119.5113144654551,1900.8,435.0,3077.4,1046.1
2022-01-14,2022-01-14 16:00:00,17,primary_54,2366.7,957.0,2533.904491584338,884.321560777861,2604.10320372194,873.8196228996527,2617.545577553518,796.7235328291705,2614.42972941973,818.8681794799091,2606.2400742909817,889.6433020631379,1946.4,419.1,2784.6,720.5999999999999
2022-01-14,2022-01-14 17:00:00,18,primary_54,2424.397252032799,524.7,2654.9351892947743,811.695368413733,2624.5628249366823,803.9907485972515,2649.512328360373,722.2284160418394,2637.281154648328,735.1475750592559,2630.4586945671117,810.3035543187655,2064.3,447.0,2791.5,662.1
2022-01-14,2022-01-14 18:00:00,19,primary_54,2421.628016495201,450.9,2645.127467588431,785.7374125430597,2642.051515281453,759.7818000529129,2635.89294723669,698.3836948545157,2627.1011148252087,699.7939736799642,2656.0688160513896,733.503342766571,2098.8,461.1,2769.6,636.9
2022-01-14,2022-01-14 19:00:00,20,primary_54,2361.715442112153,355.8,2603.4800162323654,706.8919418224999,2580.449108864651,695.4711444193216,2593.5919932929637,629.546381128639,2543.2022895079062,636.9623024855445,2559.4299418288783,636.6148127406158,2092.2,457.8,2680.8,566.1
2022-01-14,2022-01-14 20:00:00,21,primary_54,2312.965171852091,325.8,2533.0030624761,672.1805101969633,2515.07452915208,668.6056776222875,2502.6565177313546,608.0726345712181,2471.56248101076,603.8854454346156,2479.132203599808,606.623255733142,2127.9,488.4,2618.1,532.2
2022-01-14,2022-01-14 21:00:00,22,primary_54,2259.06543986859,321.0,2470.3887411218584,699.5784063500314,2468.37264440688,662.3815217195425,2458.136771194484,600.2260881195817,2410.1305205914523,598.608202089257,2417.3133198324367,591.554938660846,2082.3,488.7,2541.3,538.2
2022-01-14,2022-01-14 22:00:00,23,primary_54,2163.527125175605,313.8180479390959,2400.624536909376,699.469563647741,2381.861190536944,650.9247650660234,2401.38243954284,575.5001550280646,2313.1682134400035,583.4423812609285,2335.993574007512,586.0535632891323,2036.4,490.8,2436.3,519.9
2022-01-14,2022-01-14 23:00:00,24,primary_54,2017.124193711308,321.6,2235.0529073058588,679.0997746516263,2210.586734242807,625.4373473103719,2207.300763943911,545.7637362056033,2146.6024929953755,563.6092437237064,2189.2924617527424,555.2786128200206,1911.6,467.7,2309.4,530.1
2022-01-15,2022-01-15 00:00:00,1,primary_54,1879.525866428754,327.0,1952.789963600669,363.1141834178679,1912.428019595181,380.1683936009021,1904.1717604938344,369.10820817137255,1921.973514820773,374.3738724868825,1922.015273702,376.2307317031924,1796.4,444.0,2176.5,489.6
2022-01-15,2022-01-15 01:00:00,2,primary_54,1788.648878242023,334.5,1896.7713014475903,391.0286298854551,1864.019700681285,381.3636556094405,1841.6020914807973,362.4083773135594,1855.3905947158244,375.36706690785456,1826.1733606118369,375.1519837019671,1710.0,423.9,2061.3,471.0
2022-01-15,2022-01-15 02:00:00,3,primary_54,1739.340831033208,339.0,1862.777728085616,392.81501694191655,1845.329105710074,379.5510924511056,1817.5791770334577,360.7563120927821,1829.6803706440105,373.18149000182905,1785.0635228651074,373.0257641994315,1677.3,428.4,2006.7,467.1
2022-01-15,2022-01-15 03:00:00,4,primary_54,1736.753256583293,332.4,1872.0073614097407,398.159798630632,1855.54730277992,383.06713600299,1802.9766582970676,375.4358878304453,1816.4687549927528,376.2670179580511,1794.6669953564665,377.0612198211383,1683.9,440.4,2077.5,495.3
2022-01-15,2022-01-15 04:00:00,5,primary_54,1740.539516746972,321.5457888872702,1878.821385569117,384.7033005261174,1888.556136401148,390.7056708832806,1811.5169349944256,370.2088804895994,1823.9288500645853,380.1590752421592,1814.789853876376,387.4512515008301,1662.0,418.2,2094.0,499.5
2022-01-15,2022-01-15 05:00:00,6,primary_54,1465.5,396.0,1887.35352447806,416.72205180653225,1968.0132042977384,397.9854074992241,1855.8210716176327,375.2205746474672,1877.4383067508784,378.2877972865912,1862.7832750156,385.1372019762154,1675.8,401.1,2118.0,482.1
2022-01-15,2022-01-15 06:00:00,7,primary_54,1538.242873245629,378.4494565597967,1958.2366483156893,389.1756230736468,2036.355776746401,398.5613563507165,1939.769117779082,379.5757915958882,1935.230994376807,373.1003181226749,1911.6883559383284,389.3538239705151,1717.2,387.9,2193.6,471.3
2022-01-15,2022-01-15 07:00:00,8,primary_54,1632.297836238003,391.7566830300462,2019.5934348253804,389.6866931314283,2094.338290251839,430.9822579982649,1997.737462842156,413.8856676781155,1996.0825325930723,416.0378296568872,1964.0527864549356,431.0765534608647,1775.4,399.6,2201.7,456.3
2022-01-15,2022-01-15 08:00:00,9,primary_54,1932.549780026162,333.3,2219.928006201107,500.8765612046407,2361.799790094963,597.4050959153467,2273.761429175158,565.5577069686608,2271.3956094849623,580.8478121571824,2217.3485446535324,584.0812151024812,2029.8,507.0,2356.2,583.8
2022-01-15,2022-01-15 09:00:00,10,primary_54,2173.555788782783,554.6999999999999,2424.6238605005565,552.8690648348614,2534.28061131308,685.8189333211076,2404.8814628745936,669.9677788622699,2386.8889982760347,676.4614835580747,2331.979314807967,684.6272457303362,2111.4,521.4,2632.5,921.3
2022-01-15,2022-01-15 10:00:00,11,primary_54,2209.359802481807,536.7,2429.411277905136,570.6118129553145,2541.020373508065,694.4616552758197,2416.3332013096865,663.6609656630283,2401.359811970864,679.1536996998882,2355.602381001877,663.4365699652786,2155.8,535.1999999999999,2810.4,1098.3
2022-01-15,2022-01-15 11:00:00,12,primary_54,1802.1,579.3,2391.2900787361286,583.8093625340797,2508.0019950530705,686.6691771833916,2396.846495579888,659.2551808979995,2380.3336528299137,666.3793764741771,2331.420639754787,625.8186020001544,2103.0,500.7,2849.4,1187.1
2022-01-15,2022-01-15 12:00:00,13,primary_54,2399.1,676.5,2288.473718440632,566.8873013406727,2426.4215418262124,669.1601696593639,2327.759747865407,624.8602626006905,2300.3653928237027,644.5139800340244,2273.803177602687,620.0504060025655,2073.3,514.8,2723.7,1097.4
2022-01-15,2022-01-15 13:00:00,14,primary_54,2403.6,722.4,2312.391745381768,622.0416792365608,2426.885619298595,696.6816311133138,2295.8106142977504,639.7037391831684,2294.5684649592595,659.3950458774642,2261.330587808334,653.1713353676561,2068.5,541.5,2674.8,1096.2
2022-01-15,2022-01-15 14:00:00,15,primary_54,2505.9,758.0999999999999,2318.492304716847,649.8197624773178,2430.6959765730894,691.7496451719954,2287.191933949238,651.3909382151662,2299.4153336428503,663.8341875544085,2272.9342500571206,660.9537308662537,2053.5,521.1,2674.8,1124.7
2022-01-15,2022-01-15 15:00:00,16,primary_54,2430.753022975834,515.1,2214.3035389593483,643.2342670627379,2380.080152147921,664.1841552246373,2257.1192519384326,635.1202453055588,2272.871246003687,652.6012408710117,2224.634745338677,634.5604381375788,2100.3,509.1,2625.3,1027.8
2022-01-15,2022-01-15 16:00:00,17,primary_54,2423.7,574.5,2235.9388383592845,562.3236150004631,2302.135508349895,624.4524743159161,2222.555610028987,584.2144740334265,2239.5727760919654,599.0348928992008,2233.8855007294337,585.3579152035643,2112.6,438.9,2366.7,957.0
2022-01-15,2022-01-15 17:00:00,18,primary_54,2572.2,589.2,2317.610580999636,517.340781587682,2358.572184117432,594.8604456802688,2271.239527733648,540.8216519802172,2287.565283722595,563.6956330034908,2311.883198307599,538.1288781054031,2173.8,427.5,2424.397252032799,524.7
2022-01-15,2022-01-15 18:00:00,19,primary_54,2538.3,583.5,2374.960599786797,493.6593362592105,2388.6144888432787,574.1772812077559,2284.3901782311245,506.8857927477948,2313.728474959349,535.0014799480875,2326.497807640977,491.6728905776901,2152.5,414.3,2421.628016495201,450.9
2022-01-15,2022-01-15 19:00:00,20,primary_54,2428.5,533.4,2342.7979511774524,478.2342931363299,2333.626602663659,540.6965884376335,2248.7675902041087,483.110147945448,2272.170553287074,498.7112893683792,2247.3592221205918,475.21771365813487,2166.6,424.5,2361.715442112153,355.8
2022-01-15,2022-01-15 20:00:00,21,primary_54,2364.9,528.6,2306.0081502883645,457.9541427428179,2281.04036228832,521.1171586026954,2204.43216418725,475.8038589883082,2211.743186359088,478.26929435427314,2224.4700289281013,467.2919283275119,2145.0,428.4,2312.965171852091,325.8
2022-01-15,2022-01-15 21:00:00,22,primary_54,2349.6,536.7,2216.94102070002,400.4614995695797,2208.98017255474,507.3805581461116,2132.248344798288,469.5145792680188,2136.752533849793,467.68885834278535,2139.173556942742,451.48562271492216,2102.4,443.1,2259.06543986859,321.0
2022-01-15,2022-01-15 22:00:00,23,primary_54,2227.2,524.7,2088.3196803469978,395.6627943141252,2105.2067393550747,489.35000888755695,2050.3040462749523,441.5415729633542,2053.3397848732284,458.3705056077626,2048.4996333024337,445.7583472949991,2015.7,440.7,2163.527125175605,313.8180479390959
2022-01-15,2022-01-15 23:00:00,24,primary_54,2073.0,505.8,1924.9327777844912,403.1729096952963,1958.4262927315488,469.3979107497955,1897.093176431974,421.0655744546059,1909.8476769924296,446.1727430361191,1904.3784569408265,447.07164335622434,1883.7,427.2,2017.124193711308,321.6
2022-01-16,2022-01-16 00:00:00,1,primary_54,1948.2,489.0,1927.057085952352,479.3124432922548,1892.8541306147888,486.5233862703014,1907.1369901772948,473.690498412054,1873.8241988044329,474.2585531901,1915.2209148471852,479.9721530322644,1734.6,424.5,1879.525866428754,327.0
2022-01-16,2022-01-16 01:00:00,2,primary_54,1855.5,477.3,1844.2844208848933,468.9340131109162,1797.391272202572,470.8380304544881,1791.6314204888045,454.7681004971768,1758.055836707981,451.6297497869958,1825.2218108962145,453.7665970602317,1674.6,418.2,1788.648878242023,334.5
2022-01-16,2022-01-16 02:00:00,3,primary_54,1793.1,471.3,1791.3248637911902,447.7350971546354,1747.3213372652876,455.4471067012412,1719.973390923956,435.35421385578815,1682.144872813171,438.04329490620006,1734.3725596259028,438.78195171792026,1612.8,406.5,1739.340831033208,339.0
2022-01-16,2022-01-16 03:00:00,4,primary_54,1759.5,450.6,1742.9911117082909,431.5269510185422,1709.356262660021,449.16265346402935,1695.2026820943204,426.6104929921672,1653.8157953835987,427.34740857483007,1699.753289060004,426.33420601296575,1618.2,406.8,1736.753256583293,332.4
2022-01-16,2022-01-16 04:00:00,5,primary_54,1753.8,449.7,1728.1078283026063,429.73632682383936,1696.767171135933,436.3044590745522,1692.3267890415293,425.5515056558494,1651.6793098855196,420.06994398665296,1712.2273428649687,431.1861601211425,1654.5,417.6,1740.539516746972,321.5457888872702
2022-01-16,2022-01-16 05:00:00,6,primary_54,1792.5,447.9,1663.9251153397156,425.18959078932335,1662.15006803653,426.329873886616,1641.0684773739597,418.3318085752531,1598.7613893824123,419.7284527192127,1653.2655585048633,437.4241676734995,1648.5,400.2,1465.5,396.0
2022-01-16,2022-01-16 06:00:00,7,primary_54,1815.3,445.8,1676.7461865822388,416.58419731908873,1682.266761839882,417.5920678336876,1668.798085675806,408.3498746173309,1620.3314930880213,413.1684460924616,1705.1541854585034,438.37382651699255,1684.8,397.8,1538.242873245629,378.4494565597967
2022-01-16,2022-01-16 07:00:00,8,primary_54,1843.5,448.2,1743.2980724001336,424.0868255555689,1756.7136737882263,438.0145809048416,1774.2700998514922,443.7576501266289,1706.855143987999,441.5083286243914,1809.6674171294371,459.9538772053998,1757.4,432.6,1632.297836238003,391.7566830300462
2022-01-16,2022-01-16 08:00:00,9,primary_54,2067.9,531.6,2067.516430856034,529.9466840787568,2038.6167124335448,566.8330088595129,2084.66465690877,554.6732627484183,2019.7446519390865,541.6923395711964,2098.4265336978874,563.9804058784318,2096.4,633.9000000000001,1932.549780026162,333.3
2022-01-16,2022-01-16 09:00:00,10,primary_54,2304.3,633.9,2186.533951347485,597.3044371853643,2246.195539728852,612.1349325819848,2271.2079670425005,647.7944050981262,2265.50988309829,609.9082693680416,2303.806561960833,640.89376104461,2392.8,958.2,2173.555788782783,554.6999999999999
2022-01-16,2022-01-16 10:00:00,11,primary_54,2355.6,630.0,2209.1203449414065,626.4578882180157,2254.493395298344,604.7502516194678,2314.236780728824,660.1083307467875,2297.6659077044587,620.6550399436293,2329.988512737229,670.0553845271961,2479.8,996.3,2209.359802481807,536.7
2022-01-16,2022-01-16 11:00:00,12,primary_54,2290.5,572.4,2051.691541320979,617.3886673847622,2124.1844971912487,595.6780007983598,2202.9202384762784,652.722167312866,2171.9192196689646,626.4164346966805,2239.298716585226,668.439675757933,2469.3,966.0,1802.1,579.3
2022-01-16,2022-01-16 12:00:00,13,primary_54,2300.7,561.3,2261.0798683726707,587.7268138573813,2181.54331511575,576.6825048145563,2270.5605465240897,650.8829474241037,2257.186623419577,617.5321205684508,2334.2098962335504,641.1892558994153,2462.4,946.5,2399.1,676.5
2022-01-16,2022-01-16 13:00:00,14,primary_54,2242.2,542.4,2322.5342581763744,625.5327843727566,2209.891274297237,590.755786249038,2323.698208735434,666.7161682541035,2312.421465849862,632.0722455619167,2389.2453458988484,657.255538554999,2439.9,889.5,2403.6,722.4
2022-01-16,2022-01-16 14:00:00,15,primary_54,2200.8,529.2,2370.991985466899,647.6009920031906,2225.627320538796,589.1475966033881,2365.744091327777,686.3488554583482,2329.905998487997,642.0760742048848,2406.46232487062,650.2344571017484,2413.5,866.6999999999999,2505.9,758.0999999999999
2022-01-16,2022-01-16 15:00:00,16,primary_54,2244.6,568.5,2405.2812970016967,635.8594215134642,2225.548471511572,579.3477584765988,2380.3331337133977,645.3374077026781,2359.6842711479785,639.8224679053225,2417.9146496093217,624.8881272013805,2461.8,931.8,2430.753022975834,515.1
2022-01-16,2022-01-16 16:00:00,17,primary_54,2209.2,513.9,2381.950901515561,594.6546118864844,2221.5701081303105,544.6005240015179,2388.232598072313,572.2863373045905,2345.837730912175,578.4601336600691,2396.890865041506,572.7096479562597,2456.4,847.8000000000001,2423.7,574.5
2022-01-16,2022-01-16 17:00:00,18,primary_54,2320.8,485.7,2424.8187866844414,531.0783903517339,2288.1562071701364,515.5020177431328,2427.299216644561,527.6681421097342,2385.9138988322843,530.2711199483402,2450.86354168683,532.8722948542762,2492.1,832.5,2572.2,589.2
2022-01-16,2022-01-16 18:00:00,19,primary_54,2406.6,514.2,2470.9721669057567,482.1100586221578,2328.1807473685644,511.9520057483935,2439.200896477615,525.572535996456,2405.3285531471333,516.3514480398962,2460.184091848685,523.438725548517,2458.2,756.3,2538.3,583.5
2022-01-16,2022-01-16 19:00:00,20,primary_54,2423.1,531.0,2395.776805644777,525.2766086113693,2318.328552612188,500.45065645531145,2398.1301472454934,534.9833988021046,2381.56327299585,516.1961547485945,2433.159482789064,537.6012679568155,2311.5,515.7,2428.5,533.4
2022-01-16,2022-01-16 20:00:00,21,primary_54,2365.8,498.3,2347.443459350979,533.3192191200785,2290.5165585238574,496.23635038753895,2377.2040096883966,542.9558886111549,2344.7246882984605,516.0077377098206,2388.38284977155,525.4240392995632,2279.7,488.1,2364.9,528.6
2022-01-16,2022-01-16 21:00:00,22,primary_54,2305.5,503.7,2291.4531666178623,501.0244403294111,2251.136397421481,491.97685551083407,2337.1009932114816,532.6863252563405,2301.805505449926,512.3715210432155,2357.6477797916136,527.1428638443576,2255.1,498.0,2349.6,536.7
2022-01-16,2022-01-16 22:00:00,23,primary_54,2169.3,499.5,2173.824997599852,485.346270637605,2158.70579078421,490.7210605322226,2202.285221199233,524.2842789896364,2189.690908767523,506.4485299800712,2203.685744048471,503.9358677693659,2116.8,491.4,2227.2,524.7
2022-01-16,2022-01-16 23:00:00,24,primary_54,1989.9,462.9,2018.526377847605,463.76464167400746,2016.059013722398,476.4422055091308,2055.79849680856,500.0425386627949,2010.1311978523115,488.0831590955448,2017.1928473410385,488.5851282255938,1969.5,478.8,2073.0,505.8
2022-01-17,2022-01-17 00:00:00,1,primary_54,1890.6,476.7,1817.904506611727,432.58870572645947,1894.934063911288,455.613162486025,1867.490709522383,458.49192958233095,1876.1003349572115,453.1344150375001,1867.086329007966,451.1287689355878,1800.3,429.9,1948.2,489.0
2022-01-17,2022-01-17 01:00:00,2,primary_54,1770.6,440.1,1713.4220809196252,428.394941261108,1806.476072003336,457.4219517219772,1773.455402918468,454.1277460882778,1778.7416212890112,451.7761940881126,1782.3981145844025,455.8650977904846,1727.1,434.7,1855.5,477.3
2022-01-17,2022-01-17 02:00:00,3,primary_54,1739.1,443.4,1691.5496080299772,437.9698474416596,1767.7632057173744,459.9717984290917,1723.316550701605,449.24348630948936,1738.7320429324666,449.6266404882104,1751.860293887329,451.60770489496304,1685.7,442.8,1793.1,471.3
2022-01-17,2022-01-17 03:00:00,4,primary_54,1740.0,456.0,1705.3935273334346,433.1656433809999,1751.7079231169516,461.161797299185,1742.564033978177,456.45553299432834,1737.8685139413617,452.44986285822,1763.6332788362704,461.7141406497839,1656.9,410.1,1759.5,450.6
2022-01-17,2022-01-17 04:00:00,5,primary_54,1763.1,417.9,1705.957625813596,437.9428421071926,1754.525006125214,454.53903643746287,1737.1980513991182,440.5214529022353,1737.494818614958,448.6740899816691,1747.640470437041,451.16017460013705,1688.4,406.8,1753.8,449.7
2022-01-17,2022-01-17 05:00:00,6,primary_54,1833.9,413.7,1739.935993511757,436.05066277188047,1819.2278456923216,450.5892367061891,1789.3545054593596,441.5810391100204,1797.7574273764776,443.1839486576063,1783.8379629621138,454.54280029523727,1749.9,401.7,1792.5,447.9
2022-01-17,2022-01-17 06:00:00,7,primary_54,1941.0,417.9,1821.1356336448227,453.8964829383239,1910.39891858369,452.9678893738222,1864.132623363204,441.5418132472337,1879.59973353284,438.8701363883814,1889.794833801716,449.7937173421416,1847.4,407.1,1815.3,445.8
2022-01-17,2022-01-17 07:00:00,8,primary_54,2149.8,480.9,1946.4217789277768,500.7930023039162,2027.0437994253707,475.6342935852383,1983.110587234026,470.8983845006826,1983.026105532173,471.8773063724702,1979.7125474986904,483.20087415148686,1962.6,468.9,1843.5,448.2
2022-01-17,2022-01-17 08:00:00,9,primary_54,2495.1,807.3000000000001,2254.914570321102,723.671494269219,2317.021386136247,726.537863919111,2280.29973962465,740.4226651024367,2290.008340016821,728.6516646131433,2309.8123782248767,752.097629991129,2244.3,745.2,2067.9,531.6
2022-01-17,2022-01-17 09:00:00,10,primary_54,2629.2,976.5,2446.2739118347845,1023.3175873698868,2534.268300423971,1033.1333012140328,2505.669494222606,1042.9868859068704,2511.72826158236,1043.6750990460546,2538.9898719474863,1049.7996977102125,2436.3,1041.0,2304.3,633.9
2022-01-17,2022-01-17 10:00:00,11,primary_54,2614.5,945.3,2597.11405086165,1106.850779296597,2603.677622720213,1127.7521786357124,2567.7740532834723,1103.4375973441602,2582.0497913627614,1120.4982209564905,2595.9876679101653,1122.0968840373562,2449.8,1053.6,2355.6,630.0
2022-01-17,2022-01-17 11:00:00,12,primary_54,2575.2,926.4,2607.29518025525,1116.9586630267988,2586.8173330246577,1120.313640782991,2539.528939080467,1118.5835301373618,2556.3041651053404,1131.3770883555635,2546.651350170501,1102.8390716114127,2493.3,1027.5,2290.5,572.4
2022-01-17,2022-01-17 12:00:00,13,primary_54,2662.2,1070.4,2527.526285865304,1049.7225613814169,2521.1075960842986,1077.78659632597,2489.230938296032,1082.2381741183117,2495.185316400523,1087.970620835606,2479.184688762426,1044.5623060599528,2446.5,1012.5,2300.7,561.3
2022-01-17,2022-01-17 13:00:00,14,primary_54,2682.9,1115.1,2495.8895124868336,1138.5174283256658,2541.49443690938,1120.6777590410438,2488.471448280814,1125.5840422402837,2525.843665914748,1135.55612964962,2497.128388514206,1102.4582113323977,2499.6,1008.6,2242.2,542.4
2022-01-17,2022-01-17 14:00:00,15,primary_54,2699.4,1111.5,2572.2661608441385,1167.1976321503123,2545.44568215221,1134.9010923080648,2531.4452715814105,1146.1520436243306,2535.160785679606,1149.2725025467246,2509.313084598263,1125.3190091202507,2528.4,1065.3,2200.8,529.2
2022-01-17,2022-01-17 15:00:00,16,primary_54,2671.5,1086.0,2495.1054945204346,1140.7231581911465,2526.150555349249,1069.430203429036,2514.793496616585,1095.9814833435207,2508.23923200931,1093.882115378089,2492.0132638622126,1051.215213376537,2550.3,1042.2,2244.6,568.5
2022-01-17,2022-01-17 16:00:00,17,primary_54,2702.4,1035.9,2389.294637976659,919.6708183312678,2432.435718757012,881.0446915703945,2422.8646414828586,880.4984216970661,2384.4677495878013,866.9335971739298,2376.5927980983515,835.3944705218191,2588.1,1034.7,2209.2,513.9
2022-01-17,2022-01-17 17:00:00,18,primary_54,2642.1,870.0,2375.2712880940244,778.9349889266422,2446.349427428338,779.5113168079357,2412.1777485248067,749.3294084546253,2409.05004240375,740.0422167423887,2431.039677650938,714.3584736641836,2580.3,962.7,2320.8,485.7
2022-01-17,2022-01-17 18:00:00,19,primary_54,2631.3,798.5999999999999,2414.3720621053326,754.8506254428574,2460.796768221805,755.4849922361998,2431.708209775238,697.1829006179137,2442.994016633333,687.6997963359613,2459.514664824396,686.2542975248448,2599.8,858.9000000000001,2406.6,514.2
2022-01-17,2022-01-17 19:00:00,20,primary_54,2555.7,618.3,2380.5551066625776,665.830240379725,2430.153681196151,697.8183613129961,2405.109443677306,648.1762421445875,2398.940437981653,630.0390898577053,2421.468988117535,625.2214447988133,2563.8,831.9000000000001,2423.1,531.0
2022-01-17,2022-01-17 20:00:00,21,primary_54,2464.5,571.8,2325.2204674649984,606.4892320434442,2395.1395395477284,671.1995415334521,2369.623092095222,627.0270582153628,2376.6428827592304,601.441678470551,2366.462550989584,611.773709041517,2504.4,764.4,2365.8,498.3
2022-01-17,2022-01-17 21:00:00,22,primary_54,2398.5,563.7,2325.6576686877347,617.6640491828105,2354.311368805427,665.2338441204139,2297.3936124234715,630.7894856157696,2325.6706102702747,587.3273742597631,2312.0128969184434,601.5143477375998,2439.6,725.1,2305.5,503.7
2022-01-17,2022-01-17 22:00:00,23,primary_54,2307.0,585.0,2233.045377670824,613.1170342471873,2230.5318379409505,654.2525583602172,2183.361471962379,628.2809933421221,2214.87894241166,579.782465137775,2220.480634217204,597.5708991549106,2313.0,697.5,2169.3,499.5
2022-01-17,2022-01-17 23:00:00,24,primary_54,2156.4,571.8,2049.27448996714,609.3313399771539,2062.596106871659,631.1728929872637,2006.720552166997,611.8204826051909,2026.2914712403692,553.7435236816167,2036.886258639736,581.0846687322053,2145.0,678.3,1989.9,462.9
2022-01-18,2022-01-18 00:00:00,1,primary_54,2013.6,553.8,1996.202611709574,528.0630857454242,1964.3519846580125,544.1421325394329,1940.1540616760883,532.9770474374094,1961.682250720284,526.993056798376,1957.9753310457108,529.7315383790893,1983.9,641.4,1890.6,476.7
2022-01-18,2022-01-18 01:00:00,2,primary_54,1935.6,550.8,1847.068869728183,492.4911708369255,1850.3067268285013,520.5090218341355,1858.1929595423649,506.1798081177938,1857.997279438414,502.7153404119997,1860.8995469522267,511.3834306743989,1917.9,608.4,1770.6,440.1
2022-01-18,2022-01-18 02:00:00,3,primary_54,1909.8,568.5,1821.436685150128,480.5612569503468,1798.0796863906512,493.1401761945194,1829.4781043519167,481.926735077761,1806.8096181225028,478.374571797066,1829.1213322886645,488.9255725999301,1850.1,561.3,1739.1,443.4
2022-01-18,2022-01-18 03:00:00,4,primary_54,1936.8,558.6,1825.9909332953853,465.9083465521357,1788.1802601782288,465.1178632678388,1846.9424543684545,463.07828684904433,1813.2982955669945,461.6073876958719,1835.683867490026,468.6173136856322,1878.0,552.0,1740.0,456.0
2022-01-18,2022-01-18 04:00:00,5,primary_54,1923.3,544.8,1801.3735220086444,444.54378416870594,1772.942517770608,435.1101291113623,1872.779823654792,440.4942673867969,1828.97006261128,448.0158484920921,1860.797761908398,433.30922007221903,1899.9,550.8,1763.1,417.9
2022-01-18,2022-01-18 05:00:00,6,primary_54,1980.9,528.6,1783.4581379717242,427.6949718126116,1836.9266077548173,410.8721629586442,1900.8615808795785,431.3955195387821,1910.268973619964,439.23827268112194,1913.594215932246,428.9441467876708,1962.0,543.0,1833.9,413.7
2022-01-18,2022-01-18 06:00:00,7,primary_54,2096.1,519.3,1928.57728637222,412.70044833040095,1973.618182431252,396.7195709007708,2016.1656977165287,407.5720826990495,2040.12497583963,420.8221427579775,2037.55500092628,414.9108003099777,1992.9,463.5,1941.0,417.9
2022-01-18,2022-01-18 07:00:00,8,primary_54,2222.1,502.8,2119.5787057823923,376.8086861710219,2135.4144186174744,402.9183179884213,2141.487708642666,447.0101257922968,2163.569183899919,447.64411041950046,2164.5670608156342,441.7266510114134,2133.0,497.1,2149.8,480.9
2022-01-18,2022-01-18 08:00:00,9,primary_54,2408.1,697.2,2557.68846440938,729.3790057130853,2510.460804634327,699.0010237351305,2481.94784760295,727.5235516123435,2514.5526917022426,716.846800056282,2524.235937657315,730.4294859149144,2421.0,746.7,2495.1,807.3000000000001
