origin,timestamp,horizon,analysis_period,actual_P_kW,actual_Q_kVAr,S24-T10_P_kW,S24-T10_Q_kVAr,S24-T30_P_kW,S24-T30_Q_kVAr,S24-T60_P_kW,S24-T60_Q_kVAr,S36-T60_P_kW,S36-T60_Q_kVAr,S48-T60_P_kW,S48-T60_Q_kVAr,SNaive-168_P_kW,SNaive-168_Q_kVAr,SNaive-24_P_kW,SNaive-24_Q_kVAr
2022-01-01,2022-01-01 21:00:00,22,primary_54,1977.9,439.5,2259.406540595716,498.99723620922487,2305.506334481706,537.2017793599406,2249.060323831024,523.8156267103477,2249.0422673704643,519.7329243091625,2250.8667032703893,523.6723807877571,2510.4,659.4,2369.4,495.9
2022-01-01,2022-01-01 22:00:00,23,primary_54,1923.3,442.2,2177.7912027165494,500.13239914777535,2183.057854347285,529.1354621371439,2147.4105817747254,525.4009591914959,2118.453134021749,518.9027251696497,2132.430326217214,531.610163752793,2412.0,624.6,2277.0,480.3
2022-01-01,2022-01-01 23:00:00,24,primary_54,1824.0,432.6,1967.6400607726584,462.1681038108461,1983.3835084955483,503.6663212625576,1956.062429702053,485.924335015543,1943.5802660118984,497.05103304077176,1906.144707076092,504.7674519507997,2262.9,632.1,2078.7,447.3
2022-01-02,2022-01-02 00:00:00,1,primary_54,1727.1,431.7,1714.330352209873,451.781280375402,1751.4150662678485,424.7918861427585,1772.698488855645,430.5824099614264,1753.355675566985,427.6933110229932,1756.566420245455,429.44015761121335,2121.3,598.5,1941.3,426.9
2022-01-02,2022-01-02 01:00:00,2,primary_54,1687.8,435.9,1663.580966512915,454.0825436790902,1680.2565343034432,429.41426170214186,1686.5660150684355,419.0053438179914,1687.913685398772,425.7560327330727,1666.673032063321,426.3783972189137,2008.5,575.1,1868.7,426.0
2022-01-02,2022-01-02 02:00:00,3,primary_54,1606.5,405.9,1622.9034408698014,471.8317111349776,1643.5850292336129,430.1647985027293,1645.8900972019758,421.731049026337,1638.6725397283872,426.1029563591691,1624.6708738987816,438.3577963723167,2002.2,569.7,1818.0,432.9
2022-01-02,2022-01-02 03:00:00,4,primary_54,1588.2,408.0,1564.43105517276,453.450336155302,1616.212084291455,425.7848819535478,1601.338169537504,428.86418232791567,1604.8591185323992,425.37820391684295,1592.5781399079965,438.4003033596753,1932.6,561.9,1744.2,444.9
2022-01-02,2022-01-02 04:00:00,5,primary_54,1635.3,410.7,1576.6490406034852,457.3856312097706,1599.2503381881188,424.2971564544988,1587.0549710622315,429.97707445339046,1595.8718880501117,423.2228516043015,1593.717012941204,434.29301517206034,1975.8,577.5,1687.2,413.4
2022-01-02,2022-01-02 05:00:00,6,primary_54,1667.4,403.2,1620.0065381981624,468.5635635067554,1629.155229635469,420.5156518881229,1631.7746689398691,428.04943234848304,1645.4110209334708,415.02094986733965,1643.8043914137677,435.2114697886548,1993.2,573.6,1733.4,423.6
2022-01-02,2022-01-02 06:00:00,7,primary_54,1676.1,413.4,1656.9050052831803,451.1638952372044,1663.142678681912,410.6366147540633,1688.2497438982634,422.8546690337342,1693.7120371062897,412.4691668814755,1681.5177851527349,425.6509234327057,1947.9,487.8,1687.8,419.7
2022-01-02,2022-01-02 07:00:00,8,primary_54,1780.5,454.5,1705.7616821523825,431.40903413849776,1737.5088901337683,422.5931887701823,1752.658820797662,434.4322748334358,1765.2507068256602,434.37640816227946,1760.283405909119,441.2627775258496,1954.2,421.5,1692.0,446.4
2022-01-02,2022-01-02 08:00:00,9,primary_54,2097.9,621.6,2036.596885049806,558.0866963763219,1996.6664315809649,532.5395380187745,2057.134179658309,542.0633408290424,2044.0150133942857,555.9145920924398,2091.043659357659,559.4318553337004,2233.2,516.6,1911.9,575.7
2022-01-02,2022-01-02 09:00:00,10,primary_54,2292.6,681.0,2194.55893652554,559.8296368482603,2190.964374690179,591.4851723086672,2245.0575896591195,598.084642778245,2213.675407416796,620.3619313756436,2263.2620454619573,615.0393490082123,2509.5,659.7,1981.2,578.4
2022-01-02,2022-01-02 10:00:00,11,primary_54,2289.9,644.7,2184.918223811431,578.1697750673059,2204.3496017899056,581.1369092611284,2273.1844768986584,599.5815105489345,2246.674046073373,615.0706866746606,2247.799306438372,610.8362110380613,2449.2,637.8,2039.1,551.4
2022-01-02,2022-01-02 11:00:00,12,primary_54,2308.2,661.2,2161.4303768066748,561.4532230808672,2162.1029425190954,570.6469638211993,2264.216125805245,586.3184364670346,2219.502514212909,606.6256683882192,2219.654369621179,584.3173167876082,2385.6,592.5,2052.0,516.0
2022-01-02,2022-01-02 12:00:00,13,primary_54,2182.2,608.1,2100.323670052495,586.5488849889938,2160.621811323782,571.3979682519075,2273.1455256611225,601.5390392390224,2210.031423139998,605.9245810252112,2216.6760261668387,591.1999874059178,2312.1,570.0,2008.2,486.3
