configuration,origin,MSE_P,MSE_Q,MAE_P,MAE_Q,analysis_period,paired_normalized_squared_loss,CRPS_P,CRPS_Q,paired_normalized_CRPS
S24-T10,2022-01-17,23388.52206737608,4841.080437500021,131.22472250412486,53.012937839600504,primary_54,0.36304606777851256,84.89342127535046,36.66663031711147,0.30085032364154063
S24-T10,2022-01-18,19870.60733720812,18674.861011715115,122.71361676660725,113.23175016819103,primary_54,0.4463181180723015,84.64043591722766,75.16008719020063,0.3839465143074623
S24-T10,2022-01-19,8206.787956791504,10717.994490674088,72.05731745841754,76.52002780217533,primary_54,0.21278768765902573,51.12899659996966,55.43284710746109,0.2537566762619605
S24-T10,2022-01-20,8927.141145246553,4822.871850594898,76.61177281313319,49.41111189999149,primary_54,0.1667400365050947,57.05439167468776,43.958499098950455,0.24422078203736866
S24-T10,2022-01-21,11016.373289282323,21450.40722299938,90.20751270095415,118.97512288438674,primary_54,0.35251190500553387,59.38680418586029,82.74210265968979,0.3346808919982067
S24-T10,2022-01-22,7575.584190864193,2172.9532151222384,76.10201803704298,33.91744637895427,primary_54,0.12331889504242063,55.78349374555364,33.26987315942244,0.21765467934281832
S24-T10,2022-01-23,4751.127230303022,6817.163475146928,48.50845813183333,65.53371849654847,primary_54,0.12898530798915248,38.50105343867688,45.1172695919563,0.19842748269450533
S24-T10,2022-01-24,4368.762977767287,20594.839504367515,47.10400847567948,113.10366569939855,primary_54,0.2542522886988006,40.847946827647895,78.74423757881861,0.2777053707053148
S24-T10,2022-01-25,16681.425439967537,8051.609659212142,108.67516484034074,67.6027862340983,primary_54,0.3024791780510028,82.0466076449938,52.24362798137427,0.32732976752200593
S24-T10,2022-01-26,11538.838952128644,10514.24854587798,90.00589164555556,89.48368693387938,primary_54,0.2560497411036142,61.984505432947095,64.37331441127844,0.3014782918443498
S24-T10,2022-01-27,11140.127377856392,20011.45801391779,93.72343324167923,104.73031687698433,primary_54,0.3405657538636976,62.160908081401146,69.98927118656518,0.314156993952175
S24-T10,2022-01-28,2785.424899131291,8959.972206517186,42.10992201723679,82.9787809515207,primary_54,0.1226143278560439,39.15898244627141,53.60205556708266,0.21860219067393893
S24-T10,2022-01-29,7210.003429310612,4167.73799977941,72.0462118715126,53.003582188948656,primary_54,0.1372481375669995,49.82675977080729,38.7744387323894,0.21411976828693557
S24-T10,2022-01-30,2749.5724464478103,6799.254988700912,41.58077371534989,73.15427494425546,primary_54,0.10166949754867068,38.108982755324575,47.83442251338701,0.20331854153519435
S24-T10,2022-01-31,14836.617839644534,25193.65602522186,97.88316478378465,115.8051363688699,primary_54,0.43976692706400183,65.70956064085321,85.51830303791645,0.35718644822464296
S24-T10,2022-02-01,7345.652976717385,8676.36824443186,78.25225275290389,83.21804502929312,primary_54,0.18177750103823986,50.87578216680554,56.34241774694599,0.25507634848348604
S24-T10,2022-02-02,16742.74514105677,16732.943952871203,108.06697148037217,107.14688198209376,primary_54,0.3855093524462081,73.78308170188338,78.59327503762859,0.36314298910369314
S24-T10,2022-02-03,6561.967746491507,8891.420728924537,61.76817291436809,76.23843435429738,primary_54,0.17318491529238095,45.18223986417853,49.91292821344715,0.22626040888476165
S24-T10,2022-02-04,4378.901274271009,6013.373890557796,50.505643176622605,68.23241514224871,primary_54,0.1163263464155036,42.09781959480899,47.29947513026803,0.2125418840500941
S24-T10,2022-02-05,5025.044909468913,7118.641431760186,48.108752891785144,67.62778589274373,primary_54,0.13555485819668647,43.8075440651695,46.89213963400696,0.21610787170119294
S24-T10,2022-02-06,2790.9941426827972,8619.692486557517,44.243917666497715,85.88759075578626,primary_54,0.11946794978496059,38.43895557972101,57.80028749572606,0.2258617890483102
S24-T10,2022-02-07,6702.90243634053,20732.406719924624,67.49917750057007,123.1348771613346,primary_54,0.2872117842744024,51.09703819124254,85.59499596643394,0.3193009812243117
S24-T10,2022-02-08,20306.01400327429,30502.178566734863,116.6836338351253,144.27795903671912,primary_54,0.5642093680711449,82.52736477251416,103.6944689298664,0.4405296776751674
S24-T10,2022-02-09,48290.31980106266,64099.82848223505,153.15229462147224,185.53000324951168,primary_54,1.261865400540265,116.08556711749036,150.71241864712366,0.6302210720655961
S24-T10,2022-02-10,8564.214467700678,18260.64860590747,75.51335702748787,108.6862972766052,primary_54,0.2890523317108468,52.5961447114482,71.99642980769538,0.2936167042333857
S24-T10,2022-02-11,5060.453937890216,5545.3409010055475,54.81202615330051,53.38463572134558,primary_54,0.12113842540620262,43.556296751937815,41.29820710644153,0.20328218816685495
S24-T10,2022-02-12,23078.041123614326,6145.138947774995,125.57653743078242,61.14369655933107,primary_54,0.3711825193311079,84.7002573980555,43.50764023425128,0.3152321409429695
S24-T10,2022-02-13,3566.9023192032105,1300.9396050662945,47.793852094921256,27.510001341429135,primary_54,0.06069423820733911,41.77329754611011,31.25471573347598,0.17678622645465958
S24-T10,2022-02-14,8146.6088027351225,16161.38684300468,68.91825540282638,93.61001021986368,primary_54,0.26351182928200517,49.679114571771926,63.849660270210826,0.2682945557438248
S24-T10,2022-02-15,6793.580782637465,5701.459664020441,65.63368329177105,59.78423031218898,primary_54,0.14612229362758877,46.22404742148402,40.39654956189671,0.2082674053836906
S24-T10,2022-02-16,10282.264959746362,12141.91350191492,85.9484624521548,97.68349535048144,primary_54,0.25441877252460793,57.02575984049376,65.65159313829459,0.2913465769162219
S24-T10,2022-02-17,8443.672259362726,31175.534198439593,70.87784117656314,127.00423932077358,primary_54,0.4097010322333755,47.38199819933734,88.69720842903409,0.3163765475896074
S24-T10,2022-02-18,24151.011610892907,48881.809333114536,131.92221846513777,175.42253715527235,primary_54,0.7903835202447599,85.93338712200443,125.30287596056556,0.49641536036789075
S24-T10,2022-02-19,15597.325293912132,27019.402041394682,93.71086579117811,131.51155720353336,primary_54,0.4673710126741666,72.86677180875554,100.30918786920635,0.4080068392679549
S24-T10,2022-02-20,1707.4024980406532,13036.047077619978,37.328583621148546,101.49685463301967,primary_54,0.14658755330908405,34.46607850673869,67.6268520924505,0.23689693100624115
S24-T10,2022-02-21,6062.901122306688,13934.303632996453,60.81873304814303,108.92323056232846,primary_54,0.21416441906809439,43.65718919352988,68.65164975433353,0.2630611984244942
S24-T10,2022-02-22,7866.893152667802,8300.585579366232,77.44258391822656,73.38292420964926,primary_54,0.18528879404817006,53.56264798486529,44.73657500102552,0.23682092015775486
S24-T10,2022-02-23,11097.160669063147,21493.1129293412,89.1989347854229,114.85009661717545,primary_54,0.35401194581873324,55.092500866857705,74.74899289750284,0.3061065355289234
S24-T10,2022-02-24,40257.70856889082,21190.536316617625,144.87954125338837,131.83665445642694,descriptive_stress_5,0.7466392649670897,119.54554027823328,92.3523388164156,0.5122498941271189
S24-T10,2022-02-25,62445.41511121483,30142.72616569522,211.0469400664649,121.647614620645,descriptive_stress_5,1.1323248884755435,164.6453841710191,94.93773693317377,0.6353193602723135
S24-T10,2022-02-26,8070.735150130906,2724.1303801383365,77.6600630656469,40.3462854106382,descriptive_stress_5,0.13525319617420464,54.46231943095236,33.46170203028493,0.21463160714287044
S24-T10,2022-02-27,4686.8456181515685,8781.649349254483,53.02201834417926,69.96637311648385,descriptive_stress_5,0.14671406128634001,43.47562882295421,53.70532220292356,0.2300678204180876
S24-T10,2022-02-28,33654.38878267684,14459.707366722168,144.5873468718694,92.47273687774714,descriptive_stress_5,0.5933509002287543,110.6260188333982,68.70869088718003,0.43757823238950744
S24-T30,2022-01-01,162933.6196017126,11522.573059702967,358.36515733966354,93.04730129075487,primary_54,2.3189006908630114,301.49428755748926,65.12039948581422,0.9268090710532185
S24-T30,2022-01-02,3305.546220385307,1556.4534936606226,44.822597170258625,28.661250945847467,primary_54,0.05956888827357128,40.53899279861877,29.61481177631391,0.17000384224724557
S24-T30,2022-01-03,52127.52214959944,16187.223722594696,209.98018373417403,107.53583341987546,primary_54,0.8602510861659984,158.7556464628411,73.72613902432569,0.5738292437307492
S24-T30,2022-01-04,10352.808702331286,10424.980321310524,82.00512522493652,84.01182337636048,primary_54,0.23911888279426435,52.67479848047236,50.7601718379628,0.24761516590894772
S24-T30,2022-01-05,9547.226455183934,12375.778160573289,85.55854341388086,92.36523643983155,primary_54,0.24666408342057242,60.812390500318834,67.90292408549357,0.3061058074297166
S24-T30,2022-01-06,13933.984588808875,19360.558383411106,88.66924394613835,109.19333201507432,primary_54,0.37229467246393355,69.57345502027756,83.21018361617296,0.36222631892262785
S24-T30,2022-01-07,44547.8752363101,99520.28726731893,159.425132115932,234.45900768469565,primary_54,1.5464839874338534,122.18576457655782,193.35662309931195,0.7388928247693454
S24-T30,2022-01-08,5682.437585455857,8655.794222128823,61.315441018525945,83.47171022661716,primary_54,0.15902520700729122,47.03576776623851,56.138194457396445,0.24463224783912838
S24-T30,2022-01-09,41833.86646501497,38259.079103513744,161.12415938033567,135.027204496552,primary_54,0.9296281668394821,107.16621448788052,99.12881688841844,0.4947574276648026
S24-T30,2022-01-10,5988.29197140133,6185.19093859625,59.14405796122725,62.39640201319795,primary_54,0.1397806712888034,44.98302348537269,41.15972269992031,0.20669619663044703
S24-T30,2022-01-11,6534.968267916716,15123.25141908489,66.89252562197935,87.0630566607651,primary_54,0.23182432438687317,45.61295233505607,71.71667505821857,0.2748231391369935
S24-T30,2022-01-12,2620.254616255393,13219.599326852245,39.958911997211544,95.11363097875217,primary_54,0.1607061323261311,40.40768618451987,70.79962213438323,0.25927280694972143
S24-T30,2022-01-13,20933.224650250162,5346.539371534719,120.66872434526898,63.87983835613618,primary_54,0.3345317995805102,70.9270099873465,46.377630908759606,0.2856099467593512
S24-T30,2022-01-14,19933.303097494845,34961.52996862526,116.0571095806959,133.4868325763349,primary_54,0.6013774598211712,87.74534875021686,109.38024890278018,0.4664890390331815
S24-T30,2022-01-15,76956.62031638168,7201.121441435109,207.85656587915892,58.806966822264336,primary_54,1.1119135051251423,160.50245106492164,48.489118038374926,0.5234667656628345
S24-T30,2022-01-16,5942.78272705576,591.5563333706165,65.05576272463661,19.543963817905205,primary_54,0.08620056560346784,48.46978160669712,26.52706512478441,0.18393794423664797
S24-T30,2022-01-17,13404.509716954424,6474.85732519252,90.83429164176555,59.92653968983107,primary_54,0.24310639521648358,56.033005075214696,41.300938135781465,0.23577861350636448
S24-T30,2022-01-18,13975.32246310876,8729.932422784233,104.9990530799336,82.78924861820288,primary_54,0.2722000869519637,75.10555519983991,53.404962948212585,0.3117814962385454
S24-T30,2022-01-19,8494.647662249705,10850.12684131165,80.29550306490582,82.46242545328455,primary_54,0.2179428923445873,53.320923811641336,57.88392607446156,0.26479777051148556
S24-T30,2022-01-20,11075.377505866278,11897.695778369443,87.1949016544542,88.00211249056655,primary_54,0.26286306825040495,67.09887984540914,66.66539985871538,0.31978376245413503
S24-T30,2022-01-21,4266.905827114407,18813.093057697417,54.116921015576985,117.40167990593524,primary_54,0.23600051895393842,45.93864161526972,82.40968336689525,0.29893736781688385
S24-T30,2022-01-22,8163.074418232948,2613.9927111300244,75.26122037234596,41.40760586397163,primary_54,0.13546272508378873,57.48733109055746,36.30067924181472,0.22868612736755334
S24-T30,2022-01-23,4868.150287470466,4724.909271318437,53.133297192925035,59.46320946802435,primary_54,0.11076210048385401,36.82758117885724,43.64127756880293,0.190858109868197
S24-T30,2022-01-24,8742.24983936335,17302.835322858107,79.6591944001806,112.78965096572756,primary_54,0.28239797189890326,49.63536995276117,77.77907074467224,0.2984885864799026
S24-T30,2022-01-25,12880.105826185087,8400.853330386572,94.63517452692385,65.76136048220752,primary_54,0.25423026539563337,72.96914954843612,52.72146154782221,0.3047309228832587
S24-T30,2022-01-26,15207.262339623341,7463.860684550786,113.91884514235089,75.94338642836242,primary_54,0.2769206699142702,76.78419583396797,55.30057212037687,0.3202773410477803
S24-T30,2022-01-27,16373.821256923853,18958.392044955403,107.70531257992691,98.88617914010734,primary_54,0.4015772707280093,75.66776536092895,71.18078128443678,0.35192259489040667
S24-T30,2022-01-28,3863.123755015577,12989.284444120945,44.672601454181546,106.45689081549774,primary_54,0.17538192541868566,41.483085602955455,71.36260039733317,0.26329818645116615
S24-T30,2022-01-29,18689.31997470436,11735.826121075055,112.30399079718354,89.87767880397621,primary_54,0.3645951164017044,77.87083332586893,61.234100633512405,0.3360173576751988
S24-T30,2022-01-30,3216.412624918441,4463.458841886749,41.9631421106401,57.589346778363925,primary_54,0.08588475501629658,42.44410546592086,44.82677566003726,0.2080634850821913
S24-T30,2022-01-31,8805.567985784217,23540.235887894607,68.6311034477943,120.42032906906944,primary_54,0.3423150588553019,54.59674551854365,86.17307738679007,0.3296723407984158
S24-T30,2022-02-01,5929.251353695637,6362.773818732906,63.536843937606314,68.17645098750204,primary_54,0.14066135756413375,49.79924547350473,47.038170599992974,0.23202854473268725
S24-T30,2022-02-02,3047.468864060668,9145.416900589957,39.75301055028175,82.7108708726558,primary_54,0.12792418818507517,35.1637511898714,55.31992115539109,0.21193601834406958
S24-T30,2022-02-03,6872.077650303297,11065.428224087229,58.07865526411459,86.59579600988923,primary_54,0.19797522194433945,44.22937795334496,57.06535720789631,0.23934149652463133
