configuration,origin,MSE_P,MSE_Q,MAE_P,MAE_Q,analysis_period,paired_normalized_squared_loss,CRPS_P,CRPS_Q,paired_normalized_CRPS
S24-T30,2022-02-04,3057.761052246907,3660.551543044808,43.59736143628444,51.2708513726242,primary_54,0.07613076679347314,39.83517112761525,38.820171056430375,0.18820026831778902
S24-T30,2022-02-05,9699.873610596454,6948.629487463527,71.00063033696973,68.70661196608245,primary_54,0.1973478483740832,55.11135988806111,48.63928168531445,0.24934550968557967
S24-T30,2022-02-06,1857.1944255903747,4749.838457441626,35.11258849309241,64.56256940982875,primary_54,0.07016181301935556,38.48010651563016,41.47040593409788,0.19043800150799817
S24-T30,2022-02-07,16395.83642387601,14103.180749249981,100.69370712756613,109.165018204158,primary_54,0.35590467241034507,79.74798914033379,74.950799383626,0.37075076454967837
S24-T30,2022-02-08,31916.92912377676,27909.44439034352,143.28819094800895,141.5925439536392,primary_54,0.6971342277988171,107.8631835777985,102.9506149378712,0.5048879584997433
S24-T30,2022-02-09,36377.433290622546,42485.174463980125,136.56441308784233,151.2744554318848,primary_54,0.8956393062543919,103.70098235819673,114.21225230493258,0.5185525489471176
S24-T30,2022-02-10,10954.555499248449,17355.755481935987,82.21352143092601,109.50690845519632,primary_54,0.31290361302488523,48.88954616813303,74.72875036135521,0.289909433203312
S24-T30,2022-02-11,6103.087494327414,16750.44491116981,64.89071435024091,99.8161551420481,primary_54,0.24137385892018737,49.23327537039401,74.41394868801723,0.2901195822665551
S24-T30,2022-02-12,19547.201288282547,4950.0761761621725,116.10107203169748,63.35881782491316,primary_54,0.3119798677687928,81.22047640871995,46.40147806243427,0.3124669566134679
S24-T30,2022-02-13,9361.647177593895,3102.2627345351098,88.06362037326944,47.11125281017869,primary_54,0.15634160886959414,53.15065721243277,38.14660234307005,0.22140943801090754
S24-T30,2022-02-14,6323.3014259138845,10478.265494998685,59.24517973058415,76.81857060210557,primary_54,0.18497289746270568,46.081758986596746,48.38093283818808,0.22526948616659465
S24-T30,2022-02-15,5631.6123625733735,8153.467610224998,66.05031445876828,74.38106926969486,primary_54,0.15357964644940797,43.201266368755256,45.386678775379664,0.21125345156854958
S24-T30,2022-02-16,5550.770331099874,10927.385119375938,58.703522631425066,92.8517267108188,primary_54,0.17874783660042065,41.836934405247,63.03694508922566,0.24610448022473258
S24-T30,2022-02-17,8972.34960727869,30965.817312756,70.0265853705267,123.88065656962112,primary_54,0.4148855730593944,47.85612456948648,88.69333165262412,0.31760278059114494
S24-T30,2022-02-18,19087.023905622093,45228.79875675204,110.56929421856921,167.45101211096014,primary_54,0.6871145465313664,70.06186045127014,113.76608950023112,0.42998244463305113
S24-T30,2022-02-19,9174.140291705402,13981.019805181646,81.45352223512691,97.77644609045494,primary_54,0.2568031751962518,59.6640353084887,70.22579191576004,0.3081695376675117
S24-T30,2022-02-20,2760.362805401808,6387.694698375007,40.13751010432688,75.63717050347812,primary_54,0.09791901687581875,38.35488141384456,48.07386207972033,0.20447986236035326
S24-T30,2022-02-21,4976.192369463051,5072.703064433777,55.87915960800444,62.29413947217813,primary_54,0.11552048756268234,42.28661727171344,40.044613277032106,0.19724822778823106
S24-T30,2022-02-22,5402.907991319459,9815.50302880139,63.300883554888856,75.10808685250662,primary_54,0.16621467504072937,42.47682900879766,46.862789841009935,0.2125787086955659
S24-T30,2022-02-23,10998.203768868989,14732.341040130057,83.01852977800804,97.24788763883619,primary_54,0.2886560058161547,59.080572638193786,62.09209288226924,0.2889526501982057
S24-T30,2022-02-24,26451.760004910157,17113.2859974532,125.62947810234209,111.44670085817093,descriptive_stress_5,0.520789874211979,98.14304933578252,70.64683922801537,0.40928851430933444
S24-T30,2022-02-25,61395.48697009081,41592.19462716419,193.75268444937592,142.19183055863797,descriptive_stress_5,1.2264935334550011,159.27615781512176,115.47704495314,0.6660273260263356
S24-T30,2022-02-26,4398.888127834342,545.1217444729883,54.513062371083755,16.332038517611178,descriptive_stress_5,0.06482171055848503,38.53035316561088,26.829778022511693,0.1587134186785568
S24-T30,2022-02-27,13951.380577700578,16018.743272877202,84.90210023763028,96.74484951457657,descriptive_stress_5,0.34088889720567167,55.74710136756917,67.17585207391888,0.291333353155821
S24-T30,2022-02-28,26180.78179189793,19097.204853202125,130.40059319020565,111.04174344014264,descriptive_stress_5,0.5358992881168568,98.11227872157764,79.87871219494923,0.429295315655025
S24-T60,2022-01-01,114803.9357315387,23946.773545922904,306.05136011874043,129.87519183398203,primary_54,1.7837755904251784,255.47504666359544,96.06304864824097,0.8742965416575506
S24-T60,2022-01-02,4551.490007415097,1349.688323119625,56.05775227597642,28.13878861895348,primary_54,0.07450936009780786,45.601816910928726,29.564622678247787,0.1830786940023312
S24-T60,2022-01-03,29330.12442751824,16449.230924076954,149.65920136218938,107.2851268858742,primary_54,0.5535403673057488,111.31098865516748,73.00700425613658,0.4487143295104639
S24-T60,2022-01-04,13091.847860088574,9084.441727756359,88.98166601005607,78.11757663416249,primary_54,0.2635745357076396,55.60478202942674,48.48236127313709,0.25028899461342013
S24-T60,2022-01-05,6909.775625131692,9453.221948584966,65.2275002555977,76.88207873169826,primary_54,0.183221457230968,53.0377585064546,59.96927425153799,0.2685977329307493
S24-T60,2022-01-06,15251.951293254584,18556.132407911387,97.64537177688317,104.44072880201254,primary_54,0.3825530571675716,74.455614986775,83.20029628470888,0.3749183943637616
S24-T60,2022-01-07,79000.19038727478,101363.49761385786,211.38726008134208,240.7840331771022,primary_54,2.0311985318767736,173.72531563913716,198.9071313397956,0.8851834317970202
S24-T60,2022-01-08,7508.797633969813,5449.467701445753,75.4713520302481,64.95416070909265,primary_54,0.15343651305817826,48.87092260866313,43.31375680639889,0.22150743863035244
S24-T60,2022-01-09,30393.76893387131,34797.61652478527,141.00343648575125,130.895765785344,primary_54,0.7416963552822295,88.08446034762143,94.535183287818,0.43507186633331485
S24-T60,2022-01-10,7382.992281400773,8156.564714808053,66.79031427023979,77.97159491359896,primary_54,0.17736220007092293,45.57945715410889,47.37492021572871,0.22177254010122835
S24-T60,2022-01-11,9798.988244545055,8598.96684398917,85.99105887018919,69.96713351803236,primary_54,0.214318186033702,51.72693328956437,56.166337762526325,0.25690970435336163
S24-T60,2022-01-12,2779.7987214505915,9589.435329606846,40.10258929633998,82.23856756929926,primary_54,0.12849804373255297,39.44685111167208,63.76031258168317,0.24145440633048562
S24-T60,2022-01-13,18774.72236431503,4167.4206741061635,113.23563509769396,53.623263662573244,primary_54,0.2940925499744408,66.69767803292945,41.25270671170207,0.26344544863866926
S24-T60,2022-01-14,21375.28136981467,23646.34474196516,123.94084349704993,115.28690840256006,primary_54,0.5137974759078747,95.94459671179015,90.24329207367354,0.4462019762874396
S24-T60,2022-01-15,62095.896310635166,6893.236873242534,210.9343029459925,67.32853564297308,primary_54,0.9074485777189357,150.95471041174724,44.5124312486472,0.48995101015243325
S24-T60,2022-01-16,7657.962067385605,3241.4987137805897,72.79574613096628,43.331201906083145,primary_54,0.13455358931716677,57.48348032273324,34.92272897278104,0.22567792234328302
S24-T60,2022-01-17,19705.05884554885,5658.80127137539,116.6685106717764,53.59605747226675,primary_54,0.3208313304143483,68.93029302805701,36.64326698179835,0.2592300514997221
S24-T60,2022-01-18,10815.716540896694,13172.833581334336,91.83549591554014,100.70942917931323,primary_54,0.2714149363828726,68.3050780813271,65.51304437804187,0.3204174896331265
S24-T60,2022-01-19,7337.05272158873,9025.699106607082,75.61379729575997,74.51535462725535,primary_54,0.18496847079251338,51.95553665091678,51.77842554376914,0.24795768355288583
S24-T60,2022-01-20,9710.209733342439,7540.085281246881,79.74838819637789,67.19682903987177,primary_54,0.2030881848500375,63.20497350650161,53.63813243199633,0.281298635035626
S24-T60,2022-01-21,3241.2094426210424,12740.961272416433,43.744975813402384,94.39211046774773,primary_54,0.16459593513642862,39.70072620182575,65.81783717501952,0.24659233155599936
S24-T60,2022-01-22,7158.802801607805,2187.942763935641,70.33632834433404,35.198361827971006,primary_54,0.11780819177052665,53.86861573100315,33.18375383493787,0.212480782361136
S24-T60,2022-01-23,3179.478881086485,5162.318706644254,43.45172159980248,61.061403027240935,primary_54,0.09200093705739973,35.37345143851636,44.40645877013185,0.18873632341333502
S24-T60,2022-01-24,4058.480754892846,13661.04984939351,47.111322716791705,100.97212784503586,primary_54,0.18439202735097499,37.63496501234005,66.70342560872915,0.24313978613279308
S24-T60,2022-01-25,8584.430211875824,5229.386218111623,86.94021648112168,53.84994331734006,primary_54,0.16594104116748926,50.70650318247627,42.32980298364787,0.2241465470229687
S24-T60,2022-01-26,9320.381675123841,7107.575227389126,81.96301273570532,73.89666460320404,primary_54,0.19370592398358014,61.86413520658476,55.76728925203926,0.2824396406893287
S24-T60,2022-01-27,15297.894643284659,15204.427822150117,111.59703408533183,84.63900831247976,primary_54,0.3514408200498053,78.14135846793047,59.71248515869488,0.3334110622683029
S24-T60,2022-01-28,1850.180331557761,5499.867560039923,31.04206127334976,65.88703222864838,primary_54,0.07716827452757385,33.29825246787036,47.45314886311504,0.18996137801973606
S24-T60,2022-01-29,12560.314867469491,9163.582311091299,98.63005203285307,75.91668362000915,primary_54,0.2571149136737263,68.59636470798081,53.33124971857705,0.294670585240143
S24-T60,2022-01-30,3631.2383521511842,3099.015709853631,47.067293912796806,50.07274849139742,primary_54,0.07859174088500484,41.64838154483736,38.6508557991261,0.19255363293535901
S24-T60,2022-01-31,10441.702083673086,23252.81839443337,71.79250835789755,113.01946072047048,primary_54,0.36178386760600423,56.63022074573701,83.68325145073625,0.3295502721705461
S24-T60,2022-02-01,6762.393483722787,6341.502529216268,75.33136331779338,73.57583084517488,primary_54,0.15175950821581127,45.3018422255808,47.33454133327333,0.22096174823937018
S24-T60,2022-02-02,2955.612471877312,6020.016374996311,34.17248645722441,62.4058084092236,primary_54,0.09708577308112505,33.16307609552461,43.17596999294852,0.1803029779888844
S24-T60,2022-02-03,5699.7071688658425,8769.83505777536,52.47155384900335,74.12565923641614,primary_54,0.16033921365397175,40.97447906553057,48.73888340584845,0.21274850223643227
S24-T60,2022-02-04,3049.1723682149354,3304.453217404627,45.20006230985217,50.84567210974753,primary_54,0.07264259350187555,40.05927082529099,39.80475831024884,0.19092613289309202
S24-T60,2022-02-05,5282.086246035256,3581.650650658435,54.184852331341595,47.466653945175494,primary_54,0.10555128669248039,46.59445875253677,36.82549270679242,0.20146199894207323
S24-T60,2022-02-06,1177.00651986929,2147.9529443019833,26.81213405945354,41.287950751685145,primary_54,0.036300965266845286,34.09543050151327,31.482421114197308,0.15728780928230443
S24-T60,2022-02-07,11045.285805841879,10302.773431253325,81.90340749024374,89.18741502833528,primary_54,0.2473535521968458,67.71930046680717,62.31684001959869,0.31193769328283305
S24-T60,2022-02-08,24979.01150931253,22774.60574416671,122.71343033132143,117.15906388823471,primary_54,0.5544193603495651,95.28273959177628,88.07398132221677,0.4397584017480635
S24-T60,2022-02-09,35520.34601287942,43687.71684958916,124.28477540229431,140.41677498754692,primary_54,0.8954011687609869,102.80951003321768,114.52474491325285,0.5169110028616949
S24-T60,2022-02-10,10883.60910900592,9403.944044341288,85.16886488161977,75.08405618107186,primary_54,0.23665030485039718,52.106471161491726,47.180455167879245,0.23834635642083285
S24-T60,2022-02-11,6530.762831963336,8850.507335779925,66.07277813829081,72.78591468013502,primary_54,0.1723743109677413,52.44887634701297,52.7353036815754,0.25132438340883645
S24-T60,2022-02-12,16811.33897185566,4726.839894129004,109.41690147001083,58.02075220736274,primary_54,0.2727608233792499,75.89667696629911,40.15401425829748,0.2850099169986635
S24-T60,2022-02-13,3299.912464943233,2204.8603975957335,49.395999310459956,41.9694453319015,primary_54,0.06563186905353305,38.953204762308765,31.74304868021509,0.17050497493613173
S24-T60,2022-02-14,9668.877612090628,18906.793029563443,71.75420202656723,103.1800084354554,primary_54,0.31015238006415324,48.599968405022445,65.56126844671206,0.2692085191481047
S24-T60,2022-02-15,2847.6243436320187,4443.284287463764,39.91927746385888,54.021531131118934,primary_54,0.08069201356856091,33.953839919902684,35.74407150315135,0.16619169575378445
S24-T60,2022-02-16,6389.100106573979,12479.061736438533,65.5203957315567,96.47667503909774,primary_54,0.2048096768550573,46.71114443945682,68.56681536407747,0.2708293909073988
S24-T60,2022-02-17,9213.46381197875,27191.009701587824,64.93677806367019,114.07800118827446,primary_54,0.38241423888666914,47.22141771571791,81.82502618041069,0.30100572229582706
S24-T60,2022-02-18,17956.451665828794,53353.12167001996,114.506809196292,183.53134884937512,primary_54,0.7487055742169269,67.59420205583224,128.26895844592477,0.45511212817388214
S24-T60,2022-02-19,11051.630931618472,20790.332089167343,91.50796992501823,112.15283337352366,primary_54,0.3467402208352718,65.1005166876581,85.85739572900972,0.3563382484019241
S24-T60,2022-02-20,3360.4433797912557,6874.1777332373495,47.52744527831239,79.09449783994528,primary_54,0.11066388301813178,40.692385726839454,49.52574280955045,0.21372597310908725
S24-T60,2022-02-21,8569.80543791612,8968.981744456085,73.87303554384157,85.049588048479,primary_54,0.20115075337671828,47.89405612207607,51.20855129224801,0.23614127282953282
S24-T60,2022-02-22,5543.980384683077,8947.542504393014,62.084316995583755,65.58823234637124,primary_54,0.1599097655825309,46.78380822241103,42.09015098879373,0.213410052055234
S24-T60,2022-02-23,12753.266365343863,14410.921113949393,89.14046337137641,92.1507694655731,primary_54,0.3094158424319883,60.40320813162352,61.533364982240606,0.2911812197252025
S24-T60,2022-02-24,31608.627846237378,19818.08955906326,141.7324486308512,123.49260794414101,descriptive_stress_5,0.6163405196674545,111.84934005343496,83.24307823147512,0.47238814099344867
S24-T60,2022-02-25,74922.43975323645,49516.30402507449,224.32931812337276,149.87505274118269,descriptive_stress_5,1.4849827000765434,188.5808300667661,125.15459931002788,0.7633960126146387
S24-T60,2022-02-26,5518.319084469709,600.6733825570117,60.19388184843544,18.021885314293936,descriptive_stress_5,0.08053006786786351,47.32685892722833,25.142436208384694,0.17794896080647693
S24-T60,2022-02-27,10056.288231963112,11577.529500057784,66.3577623600953,76.28874757946444,descriptive_stress_5,0.24601012035664346,53.21384920780284,56.93545778964326,0.2624552384425752
S24-T60,2022-02-28,26322.378613463963,16915.266288201983,129.69181922298867,103.57607828660855,descriptive_stress_5,0.5171601950205307,103.02296820545725,77.83518256257922,0.4376368368156144
S36-T60,2022-01-01,125166.4199638893,17964.40752720748,309.82561129384476,116.13764578431001,primary_54,1.8676740486568941,258.84843550237866,82.75248350277163,0.8541197057891016
S36-T60,2022-01-02,2334.188957509296,945.7370307654269,39.380550578548075,23.111444578372044,primary_54,0.04061225832159415,36.03382058084291,27.344334453112698,0.15333180502844948
S36-T60,2022-01-03,31048.631408466306,11014.841601188687,154.77713629763457,87.06111664327152,primary_54,0.5253926727119752,114.25266204379125,58.0558002214074,0.4238435258690779
S36-T60,2022-01-04,11281.55248511173,9013.79798424128,79.8272123410715,73.66875270474499,primary_54,0.23835337658216216,52.7526123583872,47.62746202512941,0.2410015751082782
S36-T60,2022-01-05,6612.559758025999,10749.126371230095,69.02606217546531,81.60072291699612,primary_54,0.19146061110875517,54.68280442515516,62.23028366636178,0.27780114066576006
S36-T60,2022-01-06,16157.77490001718,19583.471854181615,95.1858537797425,109.8261635242036,primary_54,0.40456564319183874,74.47713435327093,85.77371561820719,0.380573740314841
S36-T60,2022-01-07,64234.29798298591,101163.90689649992,190.52735533079826,245.95403518740986,primary_54,1.829045137266125,151.83651155860295,203.2760531743797,0.8376890004216243
S36-T60,2022-01-08,7094.405310063184,8512.434752390625,74.47603147477174,80.0879844416671,primary_54,0.1768177434601898,54.804010404792656,52.51643888472072,0.25698115539107313
S36-T60,2022-01-09,30569.07791338213,33102.56158367095,139.79437012294787,126.62418710821025,primary_54,0.728024504744599,88.82992560748237,92.3531511139576,0.4322654076761673
S36-T60,2022-01-10,4763.865203739867,10273.371208126715,57.87566887560448,91.1081366934417,primary_54,0.16188289491783228,39.81776587617841,53.99900771163999,0.22118142064032664
S36-T60,2022-01-11,8621.868187707601,9552.062955158648,81.15529212465704,69.85704256368372,primary_54,0.20737771646681857,50.84398574981926,57.819273557954354,0.2582069260493417
S36-T60,2022-01-12,2681.5638888514027,9797.17273632263,42.15201877229372,85.84011762457835,primary_54,0.12913267109145293,38.31396283637824,63.28873315899262,0.2374781884085423
S36-T60,2022-01-13,23859.563020561865,4131.8308208565,129.26675330317448,57.70332291590585,primary_54,0.3627191246275234,77.91254197575057,42.11874229203909,0.2945343152265793
S36-T60,2022-01-14,15656.978035285241,24198.554344619155,106.35590657238413,114.52328234510031,primary_54,0.44147108636002186,82.14457699389123,91.75872092200107,0.4135627764419939
S36-T60,2022-01-15,59312.52886288247,7008.337925160424,207.607078213444,65.68211291748409,primary_54,0.8707887612724643,146.2263085864808,44.85632369371751,0.47838607123813165
S36-T60,2022-01-16,9460.551583313989,1894.4739586355297,81.13621358646867,33.591320418512474,primary_54,0.146247156052555,64.81018649309176,29.97800870864071,0.23399849044390847
S36-T60,2022-01-17,18797.97981765875,6182.090372855658,109.14612221008258,51.79400337529762,primary_54,0.31348372032381094,66.6296203631958,36.67096005273939,0.25329914590679736
S36-T60,2022-01-18,12329.67380243334,10098.722855459053,96.5916179028762,90.2494009796,primary_54,0.26284112958346745,73.83921285221258,58.41948290169092,0.3193945384988802
S36-T60,2022-01-19,9476.756301892712,9420.348838500751,87.39577891044648,78.8909981552742,primary_54,0.21772507965512367,58.607865930388165,54.91294361672516,0.272101113627502
S36-T60,2022-01-20,9304.004620580774,8318.91919285423,79.88152904927232,69.93392100908513,primary_54,0.20495332256941984,62.391771415527,55.60268420223152,0.28345550174151646
S36-T60,2022-01-21,3691.150956835833,11926.580397116659,49.33567065140872,92.59305554057556,primary_54,0.1629874022380751,41.77869418551628,64.43357336076595,0.24899163471712327
S36-T60,2022-01-22,6792.183529040496,2735.6779021490725,69.04537826900152,40.82374474020933,primary_54,0.11802207528756355,54.05365176900863,34.79623298647778,0.2164711038785658
S36-T60,2022-01-23,3964.510395980069,5135.734519261192,50.49735514308288,59.725328802275584,primary_54,0.10239627892935282,37.839105343163766,43.37426901933552,0.19291124716784108
S36-T60,2022-01-24,4114.571926250313,12871.106423582873,50.615596654159646,97.76296527136476,primary_54,0.17767325200835776,38.897374562852974,65.3766986552697,0.2435404910503442
S36-T60,2022-01-25,9473.729692566865,8218.249959061583,88.91846552326133,75.92268669719816,primary_54,0.20630205369984142,58.32938353341181,53.23285957530542,0.2677203529510054
S36-T60,2022-01-26,7713.464472979937,8457.298092992754,76.77254265287493,79.363023794156,primary_54,0.18469172535317518,59.72518944324054,60.87783872821718,0.28798928764174747
S36-T60,2022-01-27,10484.195851004442,13720.089680192914,91.49483592380015,78.3457028746787,primary_54,0.2721003114628511,61.24937840793655,55.40738722198833,0.2800556746030761
S36-T60,2022-01-28,2190.282637505485,7736.722813884829,33.49442035188966,78.30554581237514,primary_54,0.10296042449875459,33.80394605176915,52.15177315937649,0.20150162963953494
S36-T60,2022-01-29,7625.9505284159895,5579.155518673405,78.12803856884905,59.80103766384776,primary_54,0.1562533472225047,55.863210090235214,42.00841306821118,0.2368757928661374
S36-T60,2022-01-30,2751.3364043253473,4641.349450441053,42.40899057437042,62.17861010970159,primary_54,0.08126146495391312,40.5813612527424,43.17152363284409,0.19961119265689087
S36-T60,2022-01-31,7123.96763111649,19809.84901120826,65.10285422265856,109.06714193022253,primary_54,0.28418735028945846,47.42957587939964,78.49719161282412,0.29430700274315835
S36-T60,2022-02-01,8195.33802449762,6290.001475640775,81.50169823396736,73.82887744361472,primary_54,0.1707062984844532,52.58204116118898,46.8111040905964,0.23878114100752007
S36-T60,2022-02-02,2900.0319288371047,6428.240059580857,35.33161206548397,63.64511085934523,primary_54,0.10019719094775467,32.80214745321141,45.19238151874811,0.18375044358575332
S36-T60,2022-02-03,5400.229658672731,7554.554226749537,55.83757119733382,68.7070682987277,primary_54,0.1447707366071549,40.85967320229216,45.49437519915141,0.20539005848382363
S36-T60,2022-02-04,2981.8779057880333,3151.1855549044267,43.80610115487607,48.15247066215281,primary_54,0.07027870438918184,38.64247208212873,37.314923058508455,0.18181921681068855
