configuration,analysis_period,origin,timestamp,horizon,target,actual,prediction,error,fit_end,history_end,source_file
S24-T10,primary_54,2022-01-01,2022-01-01 00:00:00,1,P_Power,1941.3,1957.4681058085257,16.168105808525752,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 01:00:00,2,P_Power,1868.7,1886.5189568551868,17.818956855186798,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 02:00:00,3,P_Power,1818.0,1810.380046768848,-7.619953231152067,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 03:00:00,4,P_Power,1744.2,1792.06224620493,47.86224620492999,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 04:00:00,5,P_Power,1687.2,1767.8366651229062,80.63666512290615,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 05:00:00,6,P_Power,1733.4,1801.0072095921912,67.60720959219111,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 06:00:00,7,P_Power,1687.8,1834.2799409990887,146.47994099908942,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 07:00:00,8,P_Power,1692.0,1931.0461707176364,239.0461707176364,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 08:00:00,9,P_Power,1911.9,2249.905814567541,338.0058145675407,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 09:00:00,10,P_Power,1981.2,2516.551482668081,535.3514826680805,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 10:00:00,11,P_Power,2039.1,2539.723443267158,500.6234432671581,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 11:00:00,12,P_Power,2052.0,2492.061550590073,440.0615505900733,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 12:00:00,13,P_Power,2008.2,2378.431892056844,370.2318920568439,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 13:00:00,14,P_Power,2029.2,2394.5978137471748,365.3978137471747,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 14:00:00,15,P_Power,1965.9,2335.8294256507515,369.92942565075145,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 15:00:00,16,P_Power,1936.5,2338.6967221185787,402.1967221185787,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 16:00:00,17,P_Power,2000.7,2305.979021698134,305.2790216981341,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 17:00:00,18,P_Power,2031.6,2335.635352220276,304.0353522202763,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 18:00:00,19,P_Power,2021.4,2352.485568454791,331.085568454791,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 19:00:00,20,P_Power,2010.0,2297.245900177351,287.2459001773509,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 20:00:00,21,P_Power,2016.9,2279.664750406095,262.7647504060951,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 21:00:00,22,P_Power,1977.9,2259.406540595716,281.5065405957157,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 22:00:00,23,P_Power,1923.3,2177.7912027165494,254.49120271654945,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 23:00:00,24,P_Power,1824.0,1967.6400607726584,143.64006077265844,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 00:00:00,1,Q_Power,426.9,485.62278150053504,58.72278150053506,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 01:00:00,2,Q_Power,426.0,505.4317177308301,79.43171773083009,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 02:00:00,3,Q_Power,432.9,492.9171635499212,60.01716354992124,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 03:00:00,4,Q_Power,444.9,506.0922174942427,61.1922174942427,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 04:00:00,5,Q_Power,413.4,470.066213988448,56.66621398844797,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 05:00:00,6,Q_Power,423.6,450.82393302850846,27.22393302850844,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 06:00:00,7,Q_Power,419.7,403.51695510580913,-16.183044894190857,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 07:00:00,8,Q_Power,446.4,410.6985542939517,-35.70144570604833,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 08:00:00,9,Q_Power,575.7,539.944560776073,-35.755439223927056,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 09:00:00,10,Q_Power,578.4,653.3633197671085,74.96331976710849,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 10:00:00,11,Q_Power,551.4,630.6057698151714,79.20576981517138,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 11:00:00,12,Q_Power,516.0,651.1906841709575,135.19068417095752,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 12:00:00,13,Q_Power,486.3,604.1938160746138,117.89381607461377,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 13:00:00,14,Q_Power,496.8,632.8945373136656,136.09453731366565,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 14:00:00,15,Q_Power,483.6,610.8215720082735,127.22157200827348,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 15:00:00,16,Q_Power,451.5,624.0213123206133,172.52131232061333,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 16:00:00,17,Q_Power,456.6,504.69899977908216,48.098999779082135,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 17:00:00,18,Q_Power,448.8,492.4033774222536,43.60337742225357,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 18:00:00,19,Q_Power,436.5,503.2902302360467,66.79023023604668,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 19:00:00,20,Q_Power,453.3,489.7969342529545,36.49693425295448,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 20:00:00,21,Q_Power,455.1,511.6652405386412,56.565240538641206,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 21:00:00,22,Q_Power,439.5,498.99723620922487,59.49723620922487,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 22:00:00,23,Q_Power,442.2,500.13239914777535,57.93239914777536,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-01,2022-01-01 23:00:00,24,Q_Power,432.6,462.1681038108461,29.568103810846026,2021-12-31 23:00:00,2021-12-31 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 00:00:00,1,P_Power,1727.1,1714.330352209873,-12.76964779012701,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 01:00:00,2,P_Power,1687.8,1663.580966512915,-24.21903348708497,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 02:00:00,3,P_Power,1606.5,1622.9034408698014,16.403440869801443,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 03:00:00,4,P_Power,1588.2,1564.43105517276,-23.768944827240148,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 04:00:00,5,P_Power,1635.3,1576.6490406034852,-58.650959396514736,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 05:00:00,6,P_Power,1667.4,1620.0065381981624,-47.3934618018377,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 06:00:00,7,P_Power,1676.1,1656.9050052831803,-19.194994716819565,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 07:00:00,8,P_Power,1780.5,1705.7616821523825,-74.73831784761751,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 08:00:00,9,P_Power,2097.9,2036.596885049806,-61.303114950194185,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 09:00:00,10,P_Power,2292.6,2194.55893652554,-98.04106347445986,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 10:00:00,11,P_Power,2289.9,2184.918223811431,-104.98177618856926,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 11:00:00,12,P_Power,2308.2,2161.4303768066748,-146.76962319332506,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 12:00:00,13,P_Power,2182.2,2100.323670052495,-81.87632994750493,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 13:00:00,14,P_Power,2172.9,2071.332097051768,-101.56790294823212,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 14:00:00,15,P_Power,2088.0,2028.4512810913657,-59.54871890863433,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 15:00:00,16,P_Power,2108.1,1924.1488717655825,-183.9511282344174,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 16:00:00,17,P_Power,2074.2,1961.45210807654,-112.74789192346044,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 17:00:00,18,P_Power,2161.2,2067.638485250572,-93.56151474942772,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 18:00:00,19,P_Power,2165.4,2078.9637667827096,-86.43623321729046,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 19:00:00,20,P_Power,2143.8,2095.689382440156,-48.110617559844286,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 20:00:00,21,P_Power,2135.7,2085.3852856256576,-50.3147143743422,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 21:00:00,22,P_Power,2052.9,1969.0963332814908,-83.80366671850925,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 22:00:00,23,P_Power,2004.0,1825.3432828056768,-178.6567171943234,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 23:00:00,24,P_Power,1902.3,1713.1435576447907,-189.1564423552093,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 00:00:00,1,Q_Power,431.7,451.781280375402,20.081280375402,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 01:00:00,2,Q_Power,435.9,454.0825436790902,18.1825436790902,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 02:00:00,3,Q_Power,405.9,471.8317111349776,65.9317111349776,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 03:00:00,4,Q_Power,408.0,453.450336155302,45.45033615530201,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 04:00:00,5,Q_Power,410.7,457.3856312097706,46.68563120977064,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 05:00:00,6,Q_Power,403.2,468.5635635067554,65.36356350675538,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 06:00:00,7,Q_Power,413.4,451.1638952372044,37.76389523720445,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 07:00:00,8,Q_Power,454.5,431.40903413849776,-23.09096586150224,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 08:00:00,9,Q_Power,621.6,558.0866963763219,-63.5133036236781,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 09:00:00,10,Q_Power,681.0,559.8296368482603,-121.1703631517397,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 10:00:00,11,Q_Power,644.7,578.1697750673059,-66.53022493269418,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 11:00:00,12,Q_Power,661.2,561.4532230808672,-99.7467769191328,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 12:00:00,13,Q_Power,608.1,586.5488849889938,-21.55111501100623,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 13:00:00,14,Q_Power,619.8,557.8066096444682,-61.9933903555318,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 14:00:00,15,Q_Power,547.8,539.2845809362631,-8.515419063736886,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 15:00:00,16,Q_Power,529.5,514.6025681164676,-14.897431883532365,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 16:00:00,17,Q_Power,476.4,474.37296770069617,-2.027032299303812,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 17:00:00,18,Q_Power,474.9,450.974483261355,-23.925516738645,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 18:00:00,19,Q_Power,468.9,466.4811332074577,-2.418866792542304,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 19:00:00,20,Q_Power,477.3,463.59561213686686,-13.70438786313315,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 20:00:00,21,Q_Power,480.0,499.00574646022375,19.005746460223747,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 21:00:00,22,Q_Power,461.1,483.3762076793354,22.27620767933541,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 22:00:00,23,Q_Power,452.4,488.5298924322214,36.12989243222143,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-02,2022-01-02 23:00:00,24,Q_Power,460.5,500.53751245331335,40.03751245331336,2022-01-01 23:00:00,2022-01-01 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 00:00:00,1,P_Power,1770.6,1812.12212079743,41.522120797430034,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 01:00:00,2,P_Power,1682.1,1777.788546048046,95.68854604804596,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 02:00:00,3,P_Power,1600.5,1692.061642083656,91.56164208365612,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 03:00:00,4,P_Power,1430.7,1647.338351448336,216.63835144833592,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 04:00:00,5,P_Power,1313.4,1669.1266263965551,355.72662639655505,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 05:00:00,6,P_Power,1583.4,1762.3263829850107,178.9263829850106,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 06:00:00,7,P_Power,1634.7,1849.095662263996,214.3956622639957,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 07:00:00,8,P_Power,1719.3,1982.9997086176493,263.6997086176493,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 08:00:00,9,P_Power,2003.4,2342.078029987201,338.6780299872007,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 09:00:00,10,P_Power,2279.4,2653.93887316843,374.53887316842975,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 10:00:00,11,P_Power,2389.8,2690.121354927548,300.3213549275474,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 11:00:00,12,P_Power,2381.4,2668.4394451532216,287.03944515322155,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 12:00:00,13,P_Power,2306.1,2619.074073176354,312.97407317635407,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 13:00:00,14,P_Power,2364.6,2656.950482439921,292.35048243992105,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 14:00:00,15,P_Power,2340.0,2651.3461068727697,311.3461068727697,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 15:00:00,16,P_Power,2352.9,2577.9305383911706,225.03053839117047,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 16:00:00,17,P_Power,2336.1,2511.4418038677063,175.3418038677064,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 17:00:00,18,P_Power,2382.9,2470.482662031332,87.58266203133189,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 18:00:00,19,P_Power,2439.0,2445.809580066415,6.809580066415037,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 19:00:00,20,P_Power,2268.3,2388.6771728331264,120.37717283312622,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 20:00:00,21,P_Power,2136.6,2355.691617193013,219.091617193013,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 21:00:00,22,P_Power,2094.9,2286.1040850349104,191.20408503491035,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 22:00:00,23,P_Power,1969.5,2208.926757587305,239.42675758730456,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 23:00:00,24,P_Power,1807.2,2014.0244712395229,206.8244712395226,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 00:00:00,1,Q_Power,439.8,458.9371606628068,19.137160662806764,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 01:00:00,2,Q_Power,430.2,441.03940136790567,10.83940136790568,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 02:00:00,3,Q_Power,396.6,427.9729524813996,31.37295248139958,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 03:00:00,4,Q_Power,356.7,409.4356546939004,52.73565469390036,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 04:00:00,5,Q_Power,333.9,400.1388971145968,66.23889711459685,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 05:00:00,6,Q_Power,400.8,412.5324615843493,11.732461584349323,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 06:00:00,7,Q_Power,396.0,417.3341353571111,21.33413535711111,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 07:00:00,8,Q_Power,428.1,452.11475133139606,24.01475133139604,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 08:00:00,9,Q_Power,643.5,808.2392511056424,164.73925110564244,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 09:00:00,10,Q_Power,938.7,1238.4856200174022,299.78562001740227,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 10:00:00,11,Q_Power,1016.4,1298.8992214980042,282.4992214980042,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 11:00:00,12,Q_Power,1007.4,1327.2233692838677,319.8233692838677,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 12:00:00,13,Q_Power,934.5,1247.4835141132348,312.98351411323483,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 13:00:00,14,Q_Power,1011.6,1325.0419548108428,313.4419548108428,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 14:00:00,15,Q_Power,1019.7,1301.525032621666,281.825032621666,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 15:00:00,16,Q_Power,1006.8,1241.6614230204116,234.8614230204116,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 16:00:00,17,Q_Power,896.7,1063.3888172763852,166.68881727638518,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
S24-T10,primary_54,2022-01-03,2022-01-03 17:00:00,18,Q_Power,886.5,877.1415537963939,-9.35844620360615,2022-01-02 23:00:00,2022-01-02 23:00:00,_work/forecasting/predictions.csv
