model_id,target,date,SE,AE,CRPS,PB,RMSE,MAE,MAPE%,SMAPE%,WMAPE%,Bias_y_minus_pred,Coverage80,Coverage95
mutual_lags_LGBM_2,Q_Power,2022-01-25,6068.173071309949,53.35701427748765,44.9654181267555,23.427492052978078,77.89847926185689,53.35701427748765,6.817078181736007,7.220147117882142,6.741997918593357,31.741730827570603,0.9166666666666666,0.9583333333333334
mutual_lags_LGBM_2,Q_Power,2022-01-26,7022.198822939361,76.2268185386797,54.027122525712194,28.22688932691136,83.79856098370283,76.2268185386797,11.207335608879974,11.074453844404129,9.774392093308716,-15.982106911407476,0.7916666666666666,1.0
mutual_lags_LGBM_2,Q_Power,2022-01-27,14785.712838160056,87.20361907545949,60.5324376229828,31.729028331786385,121.59651655438184,87.20361907545949,10.913289756900806,10.186783405691447,12.267081987052505,-64.05519426603551,0.8333333333333334,1.0
mutual_lags_LGBM_2,Q_Power,2022-01-28,5250.511284457037,59.85216668289882,46.82227619223337,24.421518436511395,72.46041184299905,59.85216668289882,9.108771489472423,9.184491953823592,8.419950647355943,6.756867605696404,0.875,1.0
mutual_lags_LGBM_2,Q_Power,2022-01-29,11052.488233300659,87.36320683837887,58.65949935181653,30.735975293093663,105.13081486082308,87.36320683837887,15.904613338845417,14.505844920047242,15.72482686196803,-58.77992388803383,0.9166666666666666,1.0
mutual_lags_LGBM_2,Q_Power,2022-01-30,3171.0006221957797,44.571645818022745,39.370032600999934,20.404357189960944,56.311638425779975,44.571645818022745,7.618101086056976,8.068032795151817,7.812220199026838,36.20257060833606,0.875,1.0
mutual_lags_LGBM_2,Q_Power,2022-01-31,23027.931969926416,110.92207595310019,81.66317887261111,42.95535468232978,151.74956991677576,110.92207595310019,14.715302276117804,13.211856248369603,16.13910859037887,-93.79588620517949,0.7083333333333334,1.0
mutual_lags_LGBM_2,Q_Power,2022-02-01,2663.5000730571046,46.3287005685899,34.224485499231896,17.691466068853305,51.609108431139404,46.3287005685899,6.1235580133352085,6.288049050333948,5.8550355373330465,14.941622327464728,1.0,1.0
mutual_lags_LGBM_2,Q_Power,2022-02-02,6929.399655840726,68.33575020509339,47.312981247233544,24.661147864067967,83.24301565801618,68.33575020509339,8.674927820682461,8.95153444629972,8.823208548107603,43.99096187513006,0.9583333333333334,1.0
mutual_lags_LGBM_2,Q_Power,2022-02-03,8997.355689775195,69.72463849278894,48.60965178443947,25.336784434385013,94.85439204262076,69.72463849278894,9.000756459949018,8.852227390764455,9.35775580362219,-2.7293185381375955,0.9166666666666666,1.0
mutual_lags_LGBM_2,Q_Power,2022-02-04,4967.888472720405,57.93650661468377,41.27805683973934,21.450495239568095,70.48324958967488,57.93650661468377,7.577118007473199,7.596706213330838,7.691920489195782,12.393757306531901,1.0,1.0
mutual_lags_LGBM_2,Q_Power,2022-02-05,7507.9506866261945,62.21045118098939,46.40443880624434,24.208856857557446,86.64843153009865,62.21045118098939,10.902040222770955,9.931929135775007,11.063077611877365,-55.37908756849351,0.9583333333333334,1.0
mutual_lags_LGBM_2,Q_Power,2022-02-06,4667.0913394599675,57.29850624908433,41.29673346078945,21.447932108669857,68.3161133222607,57.29850624908433,9.14943171257445,9.738897967545727,9.61021531285745,57.067292430219766,1.0,1.0
mutual_lags_LGBM_2,Q_Power,2022-02-07,8806.333946955498,77.06660351055126,54.83508828446836,28.673461155418703,93.84206917452053,77.06660351055126,10.74024076565436,10.75834585547219,10.95571440398774,27.4462153199599,0.8333333333333334,1.0
