statistic,p_value,n,mean_difference,standard_error,ci_low,ci_high,hac_lag,status,target,loss,horizon,model_a,model_b,p_holm_within_horizon,p_holm_global
-4.987373929792446,5.8811063007913895e-06,59,-10853.848064576092,2176.265148225568,-15210.116061915134,-6497.58006723705,3,ok,P_Power,SE,1,own_lags_LGBM_2,seasonal_naive_lag24,0.0004998940355672681,0.012797287310522064
3.6471930979315985,0.0005689501416830022,59,45211.03253549125,12396.117047142745,20397.508306714808,70024.55676426769,3,ok,P_Power,SE,1,seasonal_naive_lag168,seasonal_naive_lag24,0.027878556942467107,1.0
-1.5110092496531216,0.13621558440146142,59,-8770.142451911357,5804.161989031302,-20388.434986166503,2848.1500823437873,3,ok,P_Power,SE,2,LagDrop_LGBM,SFS_LGBM,1.0,1.0
-1.3582439917131295,0.17964628387688186,59,-7007.987726885041,5159.594130098812,-17336.03750819696,3320.062054426877,3,ok,P_Power,SE,2,LagDrop_LGBM,SFS_LGBM_1,1.0,1.0
-1.7220166472442653,0.09039602963266483,59,-8770.772550186299,5093.314611227553,-18966.149459732886,1424.6043593602863,3,ok,P_Power,SE,2,LagDrop_LGBM,SFS_LGBM_2,1.0,1.0
-1.7794842991164916,0.08039982526348377,59,-9463.385406536863,5318.049398488879,-20108.617869040107,1181.8470559663801,3,ok,P_Power,SE,2,LagDrop_LGBM,SFS_shared_LGBM,1.0,1.0
-2.4190817799210715,0.01871730704080575,59,-22140.92790006643,9152.61653567943,-40461.88044521274,-3819.975354920116,3,ok,P_Power,SE,2,LagDrop_LGBM,mi_top_k_nolags_LGBM,0.5802365182649782,1.0
4.017302841101486,0.0001716014894158975,59,15662.709922453147,3898.8123479778933,7858.389078104459,23467.030766801836,3,ok,P_Power,SE,2,LagDrop_LGBM,mutual_lags_LGBM_0,0.01166890128028103,0.343202978831795
3.6550772903077684,0.0005549449610239231,59,14160.360548562967,3874.161727335353,6405.383282549484,21915.33781457645,3,ok,P_Power,SE,2,LagDrop_LGBM,mutual_lags_LGBM_1,0.025527468207100463,1.0
3.3212129868808926,0.001554673277654982,59,13161.630788404376,3962.8987482567577,5229.027076121556,21094.2345006872,3,ok,P_Power,SE,2,LagDrop_LGBM,mutual_lags_LGBM_2,0.06529627766150925,1.0
3.9229219381641256,0.0002342052213022978,59,15034.302653776336,3832.4246290794626,7362.8712670791565,22705.734040473515,3,ok,P_Power,SE,2,LagDrop_LGBM,own_lags_LGBM_0,0.014286518499440166,0.4597448494164106
3.49317048422239,0.000920595566823957,59,13012.487745315559,3725.1224365054863,5555.845033580827,20469.13045705029,3,ok,P_Power,SE,2,LagDrop_LGBM,own_lags_LGBM_1,0.04116847731232471,1.0
3.4951953715886956,0.0009148550513849935,59,13618.882248517313,3896.4580804897973,5819.273982561902,21418.490514472724,3,ok,P_Power,SE,2,LagDrop_LGBM,own_lags_LGBM_2,0.04116847731232471,1.0
-3.074366207487708,0.0032136716765364874,59,-35974.53523658421,11701.447650890512,-59397.52758918195,-12551.54288398648,3,ok,P_Power,SE,2,LagDrop_LGBM,seasonal_naive_lag168,0.12854686706145949,1.0
1.4263691017839935,0.15912262931444945,59,5038.412141579154,3532.334046830861,-2032.3226798036758,12109.146962961984,3,ok,P_Power,SE,2,LagDrop_LGBM,seasonal_naive_lag24,1.0,1.0
0.8005531453811767,0.42665750199225294,59,1762.1547250263163,2201.171446509377,-2643.9686450527624,6168.278095105396,3,ok,P_Power,SE,2,SFS_LGBM,SFS_LGBM_1,1.0,1.0
-0.00032610492166968547,0.9997409249797656,59,-0.6300982749415167,1932.1949258396926,-3868.3384641049615,3867.078267555078,3,ok,P_Power,SE,2,SFS_LGBM,SFS_LGBM_2,1.0,1.0
-0.40845768784382736,0.6844418303865891,59,-693.2429546255045,1697.2209735725771,-4090.599851883731,2704.1139426327222,3,ok,P_Power,SE,2,SFS_LGBM,SFS_shared_LGBM,1.0,1.0
-1.0888380277627716,0.28072895428199446,59,-13370.78544815507,12279.866341211406,-37951.608606324524,11210.037710014387,3,ok,P_Power,SE,2,SFS_LGBM,mi_top_k_nolags_LGBM,1.0,1.0
4.313863875573961,6.318347038975764e-05,59,24432.85237436451,5663.797718029225,13095.529455523523,35770.175293205495,3,ok,P_Power,SE,2,SFS_LGBM,mutual_lags_LGBM_0,0.005054677631180612,0.1317375357626447
4.119460586495346,0.0001220752978197009,59,22930.50300047432,5566.384850396778,11788.173121953927,34072.83287899471,3,ok,P_Power,SE,2,SFS_LGBM,mutual_lags_LGBM_1,0.008667346145198764,0.2481790804674519
3.905573861875453,0.0002478888344743722,59,21931.773240315735,5615.505945081299,10691.116807724984,33172.42967290649,3,ok,P_Power,SE,2,SFS_LGBM,mutual_lags_LGBM_2,0.01487333006846233,0.4856142267352951
4.25645263325663,7.685581157906705e-05,59,23804.44510568769,5592.554917608659,12609.73014606802,34999.16006530736,3,ok,P_Power,SE,2,SFS_LGBM,own_lags_LGBM_0,0.005994753303167229,0.15916838578024786
3.798591949371726,0.0003508710397008181,59,21782.630197226914,5734.395925529639,10303.989612083036,33261.27078237079,3,ok,P_Power,SE,2,SFS_LGBM,own_lags_LGBM_1,0.019297907183544995,0.6687602016697592
3.8431491829192908,0.00030377568148665546,59,22389.024700428672,5825.6975294989115,10727.624098288996,34050.42530256835,3,ok,P_Power,SE,2,SFS_LGBM,own_lags_LGBM_2,0.01731521384473936,0.5868946166322183
