n,family,model,sheet,lag_policy,RMSE,MAE,MAPE%,SMAPE%,WMAPE%,MASE,Bias_y_minus_pred,CRPS,Pinball_mean,Pinball_0.05,Pinball_0.10,Pinball_0.15,Pinball_0.20,Pinball_0.25,Pinball_0.30,Pinball_0.35,Pinball_0.40,Pinball_0.45,Pinball_0.50,Pinball_0.55,Pinball_0.60,Pinball_0.65,Pinball_0.70,Pinball_0.75,Pinball_0.80,Pinball_0.85,Pinball_0.90,Pinball_0.95,Coverage05,CoverageGap05,Width05,IntervalScore05,Coverage10,CoverageGap10,Width10,IntervalScore10,Coverage15,CoverageGap15,Width15,IntervalScore15,Coverage20,CoverageGap20,Width20,IntervalScore20,Coverage25,CoverageGap25,Width25,IntervalScore25,Coverage30,CoverageGap30,Width30,IntervalScore30,Coverage35,CoverageGap35,Width35,IntervalScore35,Coverage40,CoverageGap40,Width40,IntervalScore40,Coverage45,CoverageGap45,Width45,IntervalScore45,Coverage50,CoverageGap50,Width50,IntervalScore50,Coverage55,CoverageGap55,Width55,IntervalScore55,Coverage60,CoverageGap60,Width60,IntervalScore60,Coverage65,CoverageGap65,Width65,IntervalScore65,Coverage70,CoverageGap70,Width70,IntervalScore70,Coverage75,CoverageGap75,Width75,IntervalScore75,Coverage80,CoverageGap80,Width80,IntervalScore80,Coverage85,CoverageGap85,Width85,IntervalScore85,Coverage90,CoverageGap90,Width90,IntervalScore90,Coverage95,CoverageGap95,Width95,IntervalScore95,CalibrationMAE,MeanIntervalScore,model_id,period,target,Rank_RMSE,Rank_MAE,Rank_WMAPE%,Rank_CRPS,Rank_Pinball_mean,Rank_CalibrationMAE,Pareto_RMSE_CRPS_Calibration
1416,Shared_mutual_lags,LGBM,1,mutual,127.9297051084824,93.85443211062997,4.435264094824051,4.356256176783756,4.34423142548214,0.7185822719865947,-13.340140120686376,69.29238429562496,36.2564009813383,15.321438186460085,25.136188285981802,31.754136584388267,36.96958829122761,40.70045667952682,43.53149617597192,45.401463548398375,46.91959584552376,47.62659131671326,47.65544094660379,47.47286291338088,45.897696227019644,44.13863815135453,41.235527811058155,37.56268202967052,32.92198245704419,27.076338266285028,20.067906302923333,11.481588625895798,0.06638418079096045,0.016384180790960448,18.275095531318193,200.58994950708578,0.14336158192090395,0.04336158192090395,38.821842712267014,211.5660034597167,0.18926553672316385,0.03926553672316385,51.769409063768535,221.43323844828436,0.24152542372881355,0.04152542372881354,64.26881298447412,232.18229322876132,0.3050847457627119,0.055084745762711884,88.829837255941,244.51243266005483,0.3481638418079096,0.04816384180790961,101.43205182749293,256.21767534673864,0.3799435028248588,0.029943502824858803,112.74588654935451,269.25651988893657,0.4519774011299435,0.05197740112994348,136.9621951138651,283.3550170652803,0.501412429378531,0.05141242937853102,153.86816605194392,297.3893453972009,0.5423728813559322,0.0423728813559322,170.43461219055607,314.3673194199375,0.615819209039548,0.06581920903954797,199.13704798451678,331.990214088295,0.653954802259887,0.053954802259887025,215.31913209969605,350.46013902631574,0.6927966101694916,0.042796610169491545,239.91494280584413,371.4307315402872,0.760593220338983,0.06059322033898307,276.15152963515186,394.0752299198156,0.7923728813559322,0.0423728813559322,303.8379248981114,422.2909915164436,0.826271186440678,0.02627118644067794,336.67137049012183,453.9711792452303,0.8898305084745762,0.039830508474576254,393.57353998402124,489.8182647851408,0.9307909604519774,0.03079096045197738,438.60125698704724,543.2007363292468,0.9548022598870056,0.0048022598870056665,511.82643428555974,636.5701885935398,0.04140648230746356,343.4040773403322,Shared_mutual_lags_LGBM_sheet1,evaluation,P_Power,1.0,1.0,1.0,1.0,1.0,14.0,True
1416,mutual_lags,LGBM,1,mutual,127.9297051084824,93.85443211062997,4.435264094824051,4.356256176783756,4.34423142548214,0.7185822719865947,-13.340140120686376,69.29238429562496,36.2564009813383,15.321438186460085,25.136188285981802,31.754136584388267,36.96958829122761,40.70045667952682,43.53149617597192,45.401463548398375,46.91959584552376,47.62659131671326,47.65544094660379,47.47286291338088,45.897696227019644,44.13863815135453,41.235527811058155,37.56268202967052,32.92198245704419,27.076338266285028,20.067906302923333,11.481588625895798,0.06638418079096045,0.016384180790960448,18.275095531318193,200.58994950708578,0.14336158192090395,0.04336158192090395,38.821842712267014,211.5660034597167,0.18926553672316385,0.03926553672316385,51.769409063768535,221.43323844828436,0.24152542372881355,0.04152542372881354,64.26881298447412,232.18229322876132,0.3050847457627119,0.055084745762711884,88.829837255941,244.51243266005483,0.3481638418079096,0.04816384180790961,101.43205182749293,256.21767534673864,0.3799435028248588,0.029943502824858803,112.74588654935451,269.25651988893657,0.4519774011299435,0.05197740112994348,136.9621951138651,283.3550170652803,0.501412429378531,0.05141242937853102,153.86816605194392,297.3893453972009,0.5423728813559322,0.0423728813559322,170.43461219055607,314.3673194199375,0.615819209039548,0.06581920903954797,199.13704798451678,331.990214088295,0.653954802259887,0.053954802259887025,215.31913209969605,350.46013902631574,0.6927966101694916,0.042796610169491545,239.91494280584413,371.4307315402872,0.760593220338983,0.06059322033898307,276.15152963515186,394.0752299198156,0.7923728813559322,0.0423728813559322,303.8379248981114,422.2909915164436,0.826271186440678,0.02627118644067794,336.67137049012183,453.9711792452303,0.8898305084745762,0.039830508474576254,393.57353998402124,489.8182647851408,0.9307909604519774,0.03079096045197738,438.60125698704724,543.2007363292468,0.9548022598870056,0.0048022598870056665,511.82643428555974,636.5701885935398,0.04140648230746356,343.4040773403322,mutual_lags_LGBM_sheet1,evaluation,P_Power,1.0,1.0,1.0,1.0,1.0,14.0,True
1416,mutual_lags,LGBM,0,mutual,136.02676438849525,98.4256940818571,4.627746994404802,4.5130957725046965,4.555821005887976,0.753581448256271,-24.945411441266817,73.07152322821975,38.20196214413869,16.300934591614865,25.68185358819188,32.962002313159424,38.461774878882814,42.92836364081044,46.11649420222029,48.666997480514496,49.9480919904514,50.39349986033134,50.31358868983585,49.76629804891993,48.71323780589145,46.3013706874659,43.121272220962155,39.18154655223983,34.74681432595844,28.761918517433816,21.26779810663723,12.203423237113626,0.05508474576271186,0.005084745762711861,18.012368400992518,211.9527482916369,0.14124293785310735,0.04124293785310734,39.984714796848245,223.44271134828085,0.19350282485875706,0.04350282485875706,54.48227791101916,235.04680764572373,0.2422316384180791,0.04223163841807909,71.15485785683617,246.81997284064298,0.3057909604519774,0.0557909604519774,91.17678066935092,258.6927335514878,0.3481638418079096,0.04816384180790961,104.1238615018216,271.3829896184365,0.4004237288135593,0.05042372881355933,118.99165196832404,284.37732686722416,0.4731638418079096,0.07316384180790958,144.4791033267751,298.06430623518037,0.507768361581921,0.057768361581920946,159.06220092138642,312.94920336035926,0.5416666666666666,0.04166666666666663,176.10343818868674,328.7394090823625,0.6073446327683616,0.05734463276836155,207.02653215992433,348.9735293888183,0.6603107344632768,0.06031073446327684,231.107863290001,367.97951565304425,0.6885593220338984,0.038559322033898336,248.60339895197362,389.8188522006538,0.7492937853107344,0.04929378531073447,287.06433494575225,413.37149539509295,0.786723163841808,0.03672316384180796,313.74109999275646,439.45724117036457,0.827683615819209,0.027683615819208973,344.5562541364166,470.66149024582813,0.8870056497175142,0.03700564971751419,396.72961214237114,513.6911949947777,0.913135593220339,0.01313559322033897,443.3122616379033,574.6104444447732,0.9427966101694916,-0.007203389830508389,520.7069636567271,697.2214457590209,0.04138418079096045,362.487022004932,mutual_lags_LGBM_sheet0,evaluation,P_Power,3.0,3.0,3.0,3.0,3.0,12.0,True
1416,Shared_mutual_lags,LGBM,0,mutual,136.02676438849525,98.4256940818571,4.627746994404802,4.5130957725046965,4.555821005887976,0.753581448256271,-24.945411441266817,73.07152322821975,38.20196214413869,16.300934591614865,25.68185358819188,32.962002313159424,38.461774878882814,42.92836364081044,46.11649420222029,48.666997480514496,49.9480919904514,50.39349986033134,50.31358868983585,49.76629804891993,48.71323780589145,46.3013706874659,43.121272220962155,39.18154655223983,34.74681432595844,28.761918517433816,21.26779810663723,12.203423237113626,0.05508474576271186,0.005084745762711861,18.012368400992518,211.9527482916369,0.14124293785310735,0.04124293785310734,39.984714796848245,223.44271134828085,0.19350282485875706,0.04350282485875706,54.48227791101916,235.04680764572373,0.2422316384180791,0.04223163841807909,71.15485785683617,246.81997284064298,0.3057909604519774,0.0557909604519774,91.17678066935092,258.6927335514878,0.3481638418079096,0.04816384180790961,104.1238615018216,271.3829896184365,0.4004237288135593,0.05042372881355933,118.99165196832404,284.37732686722416,0.4731638418079096,0.07316384180790958,144.4791033267751,298.06430623518037,0.507768361581921,0.057768361581920946,159.06220092138642,312.94920336035926,0.5416666666666666,0.04166666666666663,176.10343818868674,328.7394090823625,0.6073446327683616,0.05734463276836155,207.02653215992433,348.9735293888183,0.6603107344632768,0.06031073446327684,231.107863290001,367.97951565304425,0.6885593220338984,0.038559322033898336,248.60339895197362,389.8188522006538,0.7492937853107344,0.04929378531073447,287.06433494575225,413.37149539509295,0.786723163841808,0.03672316384180796,313.74109999275646,439.45724117036457,0.827683615819209,0.027683615819208973,344.5562541364166,470.66149024582813,0.8870056497175142,0.03700564971751419,396.72961214237114,513.6911949947777,0.913135593220339,0.01313559322033897,443.3122616379033,574.6104444447732,0.9427966101694916,-0.007203389830508389,520.7069636567271,697.2214457590209,0.04138418079096045,362.487022004932,Shared_mutual_lags_LGBM_sheet0,evaluation,P_Power,3.0,3.0,3.0,3.0,3.0,12.0,True
1416,own_lags,LGBM,1,own,136.54388231687878,100.13434739387507,4.732453340741181,4.65195145128913,4.634909283834968,0.7666634940518285,-9.295729814803867,73.75417183311362,38.562363873608945,17.25216546472076,26.740402328451708,33.68917454224216,39.21805466029743,42.925686490969596,46.176858801510924,48.418445068991694,49.85319415082521,50.67400815436502,50.9669096721899,50.33955116822462,48.77023724043622,46.54456563476951,43.7073847104097,39.914179313502586,34.92081662317485,28.853931338841544,21.4304558524603,12.288892382186214,0.05508474576271186,0.005084745762711861,16.712576165149272,214.0037934704418,0.12782485875706215,0.027824858757062143,39.37089179638626,224.67114970666617,0.163135593220339,0.013135593220338998,53.04976667015433,235.41782350757686,0.20903954802259886,0.009039548022598848,68.44638644439252,246.63480320252626,0.2909604519774011,0.04096045197740111,91.07001602938138,259.4404921273175,0.3453389830508475,0.04533898305084749,105.10444958157636,271.6127174861224,0.3834745762711864,0.03347457627118644,120.66235076137646,285.6475212091311,0.4477401129943503,0.04774011299435027,144.02309888757384,300.0528574056139,0.4901129943502825,0.04011299435028248,162.02469343504518,315.1532619933366,0.547316384180791,0.04731638418079098,184.59489483789585,333.190336814723,0.6122881355932204,0.06228813559322033,211.33651058820837,352.42930372149084,0.6603107344632768,0.06031073446327684,232.647764859266,371.56081722112157,0.693502824858757,0.043502824858757005,252.31808437558553,392.9164040369613,0.7584745762711864,0.05847457627118646,292.0455843829558,419.99618199965926,0.7902542372881356,0.0402542372881356,320.8922114132828,448.8982854447552,0.8319209039548022,0.03192090395480218,353.5425914091174,485.9554105950039,0.8870056497175142,0.03700564971751419,405.3976453385707,531.1212937515937,0.9180790960451978,0.01807909604519775,457.62161072736546,592.561412572448,0.9498587570621468,-0.00014124293785311437,531.2925461923999,711.895783812643,0.03484240261671127,368.06103421469123,own_lags_LGBM_sheet1,evaluation,P_Power,5.0,6.0,6.0,6.0,6.0,10.0,True
1416,own_lags,LGBM,0,own,136.79133790417643,99.14254983878793,4.689807569649635,4.5903615293372075,4.589002042060311,0.7590699459959924,-14.969947324333518,73.36842487202131,38.379898906255214,17.1585302868393,26.372222350245224,33.04626211643874,38.423990964705055,42.604793327592226,45.66893049621491,47.856549523547926,49.33979300164553,50.48000428613574,50.82046450923996,50.40989031609537,49.204338209988414,46.74379120120439,43.81963974226706,40.03541944581294,35.0945848051437,28.666608807614722,21.190125066210765,12.282140761907025,0.046610169491525424,-0.0033898305084745783,16.347557698056786,213.62002669425863,0.11652542372881355,0.01652542372881355,39.633522029685196,224.346336064887,0.17372881355932204,0.02372881355932205,56.634912657755834,234.86316649579837,0.2189265536723164,0.018926553672316382,72.41147117885625,246.42175943686763,0.2740112994350282,0.02401129943502822,90.75759560095054,257.9239761154112,0.3255649717514124,0.025564971751412424,106.22505658203741,270.0454983005125,0.3651129943502825,0.015112994350282516,120.10980545115433,283.4648320346885,0.4519774011299435,0.05197740112994348,148.5776519433384,299.97327888353715,0.490819209039548,0.040819209039548,166.7349792873176,315.0387159496634,0.536723163841808,0.03672316384180796,183.2952314274407,331.39190659053713,0.586864406779661,0.03686440677966096,207.26050633888144,349.60256662366163,0.6179378531073446,0.017937853107344637,224.56258726862072,368.16817480661155,0.673728813559322,0.023728813559321993,248.91671328827485,388.8201097075515,0.7415254237288136,0.041525423728813626,286.144449241377,414.14638336614803,0.7831920903954802,0.03319209039548021,316.0502300994945,443.81292881685175,0.8255649717514124,0.02556497175141237,350.6178691585571,479.01290274600836,0.8778248587570622,0.0278248587570622,402.0944546992239,526.9627131187644,0.9194915254237288,0.019491525423728784,463.6592137517314,597.7690877808258,0.9470338983050848,-0.0029661016949151797,543.0753950400299,722.1245456744307,0.025572405590246795,366.71099522142185,own_lags_LGBM_sheet0,evaluation,P_Power,6.0,5.0,5.0,5.0,5.0,5.0,True
1416,own_lags,LGBM,2,own,137.25025241843906,100.60713806700953,4.771753571227331,4.6694392913585,4.656793302029064,0.7702833443714656,-18.306042022187075,74.78787353363778,39.08149672560696,17.8187936680881,26.981795178885363,34.35485047390344,39.82837240343285,43.866374925869835,46.89235925369016,48.905924839902276,50.800424658378994,51.485057883115765,51.42202673938936,50.686064505986806,49.482449185528594,47.43313431030911,44.262074820465436,40.029492317322934,34.98031333227405,29.084223009397647,21.643866818630777,12.590839461960783,0.0557909604519774,0.005790960451977398,16.137596376534017,215.88365793127235,0.1292372881355932,0.029237288135593203,37.30745599938902,227.9065132153554,0.1709039548022599,0.0209039548022599,51.282015899836765,238.87411877701342,0.2344632768361582,0.034463276836158185,66.45184870570081,250.69543725668768,0.307909604519774,0.057909604519774005,96.45034860424559,263.4371213519873,0.3601694915254237,0.060169491525423724,110.55247517758009,275.9246461783979,0.4152542372881356,0.06525423728813562,126.67706974127988,289.9695626098027,0.4752824858757062,0.07528248587570618,148.45073413648439,304.5047367046784,0.5141242937853108,0.06412429378531076,163.66397170938168,319.64570414239705,0.5437853107344632,0.043785310734463234,179.81539951277648,335.9390754709591,0.6016949152542372,0.051694915254237195,204.78021788311713,354.77588401709005,0.643361581920904,0.043361581920904,226.2473372127446,376.76926066343515,0.6758474576271186,0.025847457627118597,244.69178560927148,397.84839557820214,0.7415254237288136,0.041525423728813626,284.5443576088711,423.9882250807837,0.7831920903954802,0.03319209039548021,312.78067000590363,451.0485819280022,0.818502824858757,0.018502824858756983,344.47113924480993,489.4621758515551,0.8778248587570622,0.0278248587570622,400.30821479064275,540.2425294786234,0.913135593220339,0.01313559322033897,457.1732401499186,610.7548386286003,0.9442090395480226,-0.005790960451977356,555.2592753349863,756.8194863625173,0.03777876895628902,374.97315532775593,own_lags_LGBM_sheet2,evaluation,P_Power,7.0,7.0,7.0,7.0,7.0,11.0,False
1416,Shared_mutual_lags,LGBM,2,mutual,145.68272546867578,105.47057662876601,5.0140349106185935,4.905942583523132,4.881906833279031,0.8075195265397702,-12.382327055145883,79.5775474533843,41.63466500769195,19.899150864292935,30.05277930922159,37.26468208593715,42.869366980343024,47.10114584451555,50.26326235640583,52.43709473181189,53.63879381492582,54.232798912518895,53.84335074832207,53.01409991477146,52.06343179868945,50.20196856348105,46.80724053021655,42.421003120776206,37.40178013467491,30.884952866014117,23.12183926488516,13.539893304343371,0.06426553672316385,0.014265536723163844,16.039625273887705,226.1105712317645,0.15112994350282485,0.05112994350282485,39.62481676537956,238.37984869134183,0.2189265536723164,0.0689265536723164,58.145248994916365,251.15791759342522,0.2810734463276836,0.0810734463276836,74.27569899378534,264.57621713869645,0.3389830508474576,0.08898305084745761,96.03940679013995,279.74240612892714,0.3665254237288136,0.06652542372881359,107.75570659602162,293.4395419444094,0.4032485875706215,0.05324858757062151,124.04167384540962,308.0081708458308,0.4413841807909605,0.041384180790960456,143.11188933318147,324.1553272001624,0.4858757062146893,0.035875706214689274,160.72106740405314,340.96544805791075,0.5254237288135594,0.025423728813559365,177.3199231052759,358.01116024581194,0.5805084745762712,0.03050847457627115,204.06671617877237,379.2883468191844,0.6129943502824858,0.012994350282485856,224.7165028291932,402.4500007856157,0.6490112994350282,-0.0009887005649718006,244.75115856093439,427.02511007873886,0.6956214689265536,-0.004378531073446323,277.91011873592316,454.1947249592769,0.7387005649717514,-0.011299435028248594,305.72497134391875,489.01178762986365,0.7860169491525424,-0.013983050847457656,340.3172981666193,529.3859339424749,0.8516949152542372,0.0016949152542372614,403.80383958706415,584.5597588372586,0.8877118644067796,-0.012288135593220395,452.3784331297323,655.0048905666351,0.9265536723163842,-0.023446327683615764,537.8309721635117,801.2632679212271,0.033600951531370805,400.3542331904503,Shared_mutual_lags_LGBM_sheet2,evaluation,P_Power,8.0,8.0,8.0,8.0,8.0,8.0,False
1416,mutual_lags,LGBM,2,mutual,145.68272546867578,105.47057662876601,5.0140349106185935,4.905942583523132,4.881906833279031,0.8075195265397702,-12.382327055145883,79.5775474533843,41.63466500769195,19.899150864292935,30.05277930922159,37.26468208593715,42.869366980343024,47.10114584451555,50.26326235640583,52.43709473181189,53.63879381492582,54.232798912518895,53.84335074832207,53.01409991477146,52.06343179868945,50.20196856348105,46.80724053021655,42.421003120776206,37.40178013467491,30.884952866014117,23.12183926488516,13.539893304343371,0.06426553672316385,0.014265536723163844,16.039625273887705,226.1105712317645,0.15112994350282485,0.05112994350282485,39.62481676537956,238.37984869134183,0.2189265536723164,0.0689265536723164,58.145248994916365,251.15791759342522,0.2810734463276836,0.0810734463276836,74.27569899378534,264.57621713869645,0.3389830508474576,0.08898305084745761,96.03940679013995,279.74240612892714,0.3665254237288136,0.06652542372881359,107.75570659602162,293.4395419444094,0.4032485875706215,0.05324858757062151,124.04167384540962,308.0081708458308,0.4413841807909605,0.041384180790960456,143.11188933318147,324.1553272001624,0.4858757062146893,0.035875706214689274,160.72106740405314,340.96544805791075,0.5254237288135594,0.025423728813559365,177.3199231052759,358.01116024581194,0.5805084745762712,0.03050847457627115,204.06671617877237,379.2883468191844,0.6129943502824858,0.012994350282485856,224.7165028291932,402.4500007856157,0.6490112994350282,-0.0009887005649718006,244.75115856093439,427.02511007873886,0.6956214689265536,-0.004378531073446323,277.91011873592316,454.1947249592769,0.7387005649717514,-0.011299435028248594,305.72497134391875,489.01178762986365,0.7860169491525424,-0.013983050847457656,340.3172981666193,529.3859339424749,0.8516949152542372,0.0016949152542372614,403.80383958706415,584.5597588372586,0.8877118644067796,-0.012288135593220395,452.3784331297323,655.0048905666351,0.9265536723163842,-0.023446327683615764,537.8309721635117,801.2632679212271,0.033600951531370805,400.3542331904503,mutual_lags_LGBM_sheet2,evaluation,P_Power,8.0,8.0,8.0,8.0,8.0,8.0,False
1416,LagDrop,LGBM,0,drop,168.85423394712222,126.70442725389843,6.197477602409058,6.0410973474496705,5.864756114823469,0.9700932940443895,-17.41106859125662,99.12603682943919,51.79767330346608,27.17441956117947,37.984720023656976,47.39455521871453,53.63079331928082,58.81791660977519,62.42505041537949,65.08619712362959,66.82016249760667,67.56037617058877,66.95344004384287,66.04126866291207,64.24225257818982,61.271006693468294,57.53141917276374,52.503529497608184,46.16909892722452,37.902513277957176,28.168411426191895,16.478661545885423,0.05649717514124294,0.006497175141242935,19.518835102329213,281.97385658731673,0.11087570621468927,0.010875706214689265,43.95927199509166,297.2221076139406,0.1652542372881356,0.015254237288135603,60.780367539990934,312.26270540544544,0.2019774011299435,0.00197740112994349,77.42516254360562,327.2617467737079,0.2754237288135593,0.02542372881355931,104.24226790268587,343.1423745828584,0.3213276836158192,0.021327683615819215,121.29484365494777,360.88965173744447,0.3594632768361582,0.009463276836158219,137.41004723862454,379.08959380717175,0.4180790960451977,0.018079096045197696,166.7027012091866,400.9888207528719,0.4427966101694915,-0.0072033898305085,182.8687936245156,423.284657803039,0.4731638418079096,-0.026836158192090398,200.49730510623993,445.61300700215264,0.5374293785310734,-0.012570621468926624,230.85499421838574,469.12821322692105,0.5769774011299436,-0.02302259887005642,254.48490145447485,497.6227110034793,0.6101694915254238,-0.039830508474576254,276.40641699415227,529.0757410882642,0.6659604519774012,-0.03403954802259879,312.503251718941,565.1845552152045,0.7182203389830508,-0.03177966101694918,344.51061733009743,602.2065698556289,0.7521186440677966,-0.04788135593220344,377.1424617880265,661.4427313821983,0.809322033898305,-0.04067796610169494,438.196479385382,733.4065970857482,0.8587570621468926,-0.0412429378531074,497.52408771028746,841.9686061209395,0.903954802259887,-0.04604519774011295,600.8654904457659,1074.2488691940482,0.02421201308355635,502.42174295991475,LagDrop_LGBM_sheet0,evaluation,P_Power,10.0,10.0,10.0,12.0,12.0,3.0,True
